offer_id,title,brand,product_type,exclude_reason
13927586192628088949,"SOLACE 3 Ton 17.5 SEER2 R-32 80% AFUE 80,000 BTU Dual Fuel System (Horizontal Coil)",Solace,,Brand not allowed: Solace
S-GPCH33031,Solace 2.5 Ton 13.4 SEER2 Packaged Air Conditioner - S-GPCH33031,Solace,solace,Brand not allowed: Solace
03-30-300UB,Sheet Metal 03-30-300UB,Gray Metal Products,hvac parts supplies,Brand not allowed: Gray Metal Products
TK-174,"Tube Cutters 1/8"" - 1-1/8""",,tools,Brand not allowed: BLANK
"S-GLXS5BA4210,S-AMST42CU13",SOLACE 3.5 Ton 15.2 SEER2 R-32 Air Conditioning System with Multi-Positional Air Handler,Solace,solace,Brand not allowed: Solace
"S-GLZS5BA6010,S-GR9S801005CNA,S-CHPTA6030D3",SOLACE 5 Ton 15.2 SEER2 R-32 80% AFUE Dual Fuel System (Horizontal Coil),Solace,solace,Brand not allowed: Solace
CSRU2,3.5 to 5 Ton Compressor Saver Hard Start and Potential Relay 5-2-1,5-2-1 (CPS),hvac parts supplies,Brand not allowed: 5-2-1 (CPS)
91050,TOTAL A/C QUICK FLUSH,Mastercool,clearance,Brand not allowed: Mastercool
AA413,Aprilaire 413 MERV 13 Replacement Filter for 1410 Cabinet,Aprilaire,hvac parts supplies > filters,Brand not allowed: Aprilaire
17010419788184720316,GOODMAN 4 Ton Variable Capacity 17.5 SEER2 R-32 80% AFUE Dual Fuel System with ComfortNet Smart Thermostat (Horizontal Coil),Goodman,,Title indicates parts/supplies
15309237137154257434,"SOLACE 4 Ton 16.2 SEER2 R-32 96% AFUE 80,000 BTU Gas Furnace Air Conditioning System (Horizontal Coil)",Solace,,Brand not allowed: Solace
MPA5002 0030001,">B< Maxipro ACR Elbow 3/8""x 90D",Conex Bänninger,hvac parts supplies,Brand not allowed: Conex Bänninger
S-GPCH34831,Solace 4 Ton 13.4 SEER2 Packaged Air Conditioner - S-GPCH34831,Solace,solace,Brand not allowed: Solace
SAUERMSIWP,Sauermann Mini Split In the Wall Behind the unit Condensation Pump ...,Sauerman,hvac parts supplies,Brand not allowed: Sauerman
12TRACML,1/2” Trac Pipe Straight Male Fittings,,hvac parts supplies,Brand not allowed: BLANK
S-CAPTA4230C3,Solace 3.5 Ton R-32 Upflow Evaporator Coil - S-CAPTA4230C3,Solace,solace,Brand not allowed: Solace
RED64,6-4 Singlewall Reducer,Gray Metal Products,hvac parts supplies,Brand not allowed: Gray Metal Products
AA8466,Aprilaire 8466 Thermostat,Aprilaire,hvac parts supplies,Brand not allowed: Aprilaire
"S-GLZS4BA1810,S-AMST24BU13",SOLACE 1.5 Ton 14.3 SEER2 R-32 Heat Pump System with Multi-Positional Air Handler,Solace,solace,Brand not allowed: Solace
CPLENFR,"Furnace Return Air Plenum - C Width (21"")",,hvac parts supplies,Brand not allowed: BLANK
S-GPGM33606031,Solace 3 Ton 13.4 SEER2 Packaged Gas/Electric - S-GPGM33606031,Solace,solace,Brand not allowed: Solace
GLZT7CA3610,Goodman 3 Ton R-32 Heat Pump Condenser - GLZT7CA3610,Goodman,goodman 1,Title indicates parts/supplies
Y141210,14 x 12 x 10 Wye,Southwark,hvac parts supplies,Brand not allowed: Southwark
JTEKD6,"5/16"" Drilling Screws zip screws 100 Count",,hvac parts supplies,Brand not allowed: BLANK
"RP15AY30AJ2NA, RH2VY3617STACNJ, WRX07521",Rheem R-454B 2.5 Ton 16 SEER2 Complete Heat Pump System 7.5kW,Rheem,rheem,Title indicates parts/supplies
PAN2032,"20x32 Drain pan with no hole (E100V Dehumidifier Application) 20"" x...",,hvac parts supplies > drain pans and mounting accessories,Brand not allowed: BLANK
S-GLXS4BA1810,Solace 1.5 Ton 14.3 SEER2 R-32 Air Conditioner - S-GLXS4BA1810,Solace,goodman 1,Brand not allowed: Solace
GZV6SA3010,Goodman 2.5 Ton R-32 Heat Pump Condenser - GZV6SA3010,Goodman,goodman 1,Title indicates parts/supplies
HUB6,Smart Refrigerant Complete Kit,UEI,tools,Brand not allowed: UEI
"S-GLZS5BA4210,S-GR9S920804CNA,S-CAPTA4230C3",SOLACE 3.5 Ton 15.2 SEER2 R-32 92% AFUE Dual Fuel System (Upflow Coil),Solace,solace,Brand not allowed: Solace
60A2PBR,60A 2 Pole 230V Breaker,,hvac parts supplies,Brand not allowed: BLANK
FTXV24AVJU9,Daikin Hi-Wall Style Series 24K BTU Hi-Wall Fan Coil Multi Zone R-32,Daikin,daikin,Brand not allowed: Daikin
"S-GLXS4BA3010,S-GR9S800603ANA,S-CAPTA3022A3",SOLACE 2.5 Ton 14.3 SEER2 R-32 80% AFUE Gas Furnace Air Conditioning System (Upflow Coil),Solace,solace > split gas systems > 2 5 ton,Brand not allowed: Solace
ATT29APACK,Temperature Probe K-Type Flouroplastic Coated,UEI,tools,Brand not allowed: UEI
S-GPCH34231,Solace 3.5 Ton 13.4 SEER2 Packaged Air Conditioner - S-GPCH34231,Solace,solace,Brand not allowed: Solace
3PVC45,"3"" PVC 45",American Air Components,hvac parts supplies,Brand not allowed: American Air Components
