brand,product_id,sku,product_name,image_id,image_url,field_changed,before,after,status,error
Goodman,2573,AMST60DU13,Goodman AMST60DU13 5 Ton R-32 Multi-Position Air Handler,7395,https://cdn11.bigcommerce.com/s-8jovicf28z/products/2573/images/7395/1724337921.1280.1280__28358.1724338138.1280.1280__83925.1724338424.386.513.jpg?c=1,description,,Goodman AMST60DU13 5 Ton R 32 Multi Position Air Handler,updated,
Goodman,2574,AWST18SU1305A,Goodman AWST18SU1305A Wall-Mount Air Handler,7396,https://cdn11.bigcommerce.com/s-8jovicf28z/products/2574/images/7396/Untitled_-_2024-08-22T110335.914__08210.1724339109.386.513.png?c=1,description,,Goodman AWST18SU1305A Wall Mount Air Handler,updated,
Goodman,2575,AWST24SU1305A,Goodman AWST24SU1305A Wall-Mount Air Handler,7397,https://cdn11.bigcommerce.com/s-8jovicf28z/products/2575/images/7397/Untitled_-_2024-08-22T110335.914__08210.1724339109.1280.1280__61496.1724339596.386.513.png?c=1,description,,Goodman AWST24SU1305A Wall Mount Air Handler,updated,
Goodman,2576,AWST30LU1308A,Goodman AWST30LU1308A Wall-Mount Air Handler,7398,https://cdn11.bigcommerce.com/s-8jovicf28z/products/2576/images/7398/Untitled_-_2024-08-22T110335.914__08210.1724339109.1280.1280__61496.1724339596.1280.1280__99453.1724339834.386.513.png?c=1,description,,Goodman AWST30LU1308A Wall Mount Air Handler,updated,
Goodman,2577,AWST30LU1310A,Goodman AWST30LU1310A Wall-Mount Air Handler,7399,https://cdn11.bigcommerce.com/s-8jovicf28z/products/2577/images/7399/1724339834.1280.1280__34290.1724340804.386.513.png?c=1,description,,Goodman AWST30LU1310A Wall Mount Air Handler,updated,
Goodman,2578,AWST36LU1308A,Goodman AWST36LU1308A Wall-Mount Air Handler,7400,https://cdn11.bigcommerce.com/s-8jovicf28z/products/2578/images/7400/1724339834.1280.1280__34290.1724340804.1280.1280__75857.1724341046.386.513.png?c=1,description,,Goodman AWST36LU1308A Wall Mount Air Handler,updated,
Goodman,2579,AWST36LU1310A,Goodman AWST36LU1310A Wall-Mount Air Handler,7401,https://cdn11.bigcommerce.com/s-8jovicf28z/products/2579/images/7401/1724341046.1280.1280__30723.1724341149.386.513.png?c=1,description,,Goodman AWST36LU1310A Wall Mount Air Handler,updated,
Goodman,2580,CAPTA2422A3,Goodman CAPTA2422A3 1½ - 2 Ton R-32 Evaporator Coil,7402,https://cdn11.bigcommerce.com/s-8jovicf28z/products/2580/images/7402/Goodman-1_5-Ton-UpflowDownflow-Cased-A-Coil-14-Cabinet-Width-CAPTA1818A4-Inside-View-5_600x__86671.1681843941.1280.1280__60989.1681844603.1280.1280__59870.1724349841.386.513.jpg?c=1,description,,Goodman CAPTA2422A3 1½ 2 Ton R 32 Evaporator Coil,updated,
Goodman,2580,CAPTA2422A3,Goodman CAPTA2422A3 1½ - 2 Ton R-32 Evaporator Coil,7403,https://cdn11.bigcommerce.com/s-8jovicf28z/products/2580/images/7403/Goodman-1_5-Ton-UpflowDownflow-Cased-A-Coil-14-Cabinet-Width-CAPTA1818A4-Rear-View-6_600x__56608.1681843941.1280.1280__05242.1681844603.1280.1280__23373.1724349841.386.513.jpg?c=1,description,,Goodman CAPTA2422A3 1½ 2 Ton R 32 Evaporator Coil,updated,
Goodman,2580,CAPTA2422A3,Goodman CAPTA2422A3 1½ - 2 Ton R-32 Evaporator Coil,7404,https://cdn11.bigcommerce.com/s-8jovicf28z/products/2580/images/7404/Untitled_-_2024-08-22T135141.437__01992.1724349841.386.513.png?c=1,description,,Goodman CAPTA2422A3 1½ 2 Ton R 32 Evaporator Coil,updated,
Goodman,2581,CAPTA3022A3,Goodman CAPTA3022A3 2 - 2½ Ton R-32 Evaporator Coil,7405,https://cdn11.bigcommerce.com/s-8jovicf28z/products/2581/images/7405/1724349841.1280.1280__54537.1724351243.386.513.jpg?c=1,description,,Goodman CAPTA3022A3 2 2½ Ton R 32 Evaporator Coil,updated,
Goodman,2581,CAPTA3022A3,Goodman CAPTA3022A3 2 - 2½ Ton R-32 Evaporator Coil,7406,https://cdn11.bigcommerce.com/s-8jovicf28z/products/2581/images/7406/1724349841.1280.1280__00303.1724351243.386.513.jpg?c=1,description,,Goodman CAPTA3022A3 2 2½ Ton R 32 Evaporator Coil,updated,
Goodman,2581,CAPTA3022A3,Goodman CAPTA3022A3 2 - 2½ Ton R-32 Evaporator Coil,7407,https://cdn11.bigcommerce.com/s-8jovicf28z/products/2581/images/7407/Untitled_-_2024-08-22T135141.437__01992.1724349841.1280.1280__84059.1724351244.386.513.png?c=1,description,,Goodman CAPTA3022A3 2 2½ Ton R 32 Evaporator Coil,updated,
Goodman,2582,CAPTA3626B3,Goodman CAPTA3626B3 2 - 3 Ton R-32 Evaporator Coil,7408,https://cdn11.bigcommerce.com/s-8jovicf28z/products/2582/images/7408/Untitled_-_2024-08-22T135141.437__01992.1724349841.1280.1280__84059.1724351244.1280.1280__74549.1724351425.386.513.png?c=1,description,,Goodman CAPTA3626B3 2 3 Ton R 32 Evaporator Coil,updated,
Goodman,2582,CAPTA3626B3,Goodman CAPTA3626B3 2 - 3 Ton R-32 Evaporator Coil,7409,https://cdn11.bigcommerce.com/s-8jovicf28z/products/2582/images/7409/1724349841.1280.1280__00303.1724351243.1280.1280__34498.1724351425.386.513.jpg?c=1,description,,Goodman CAPTA3626B3 2 3 Ton R 32 Evaporator Coil,updated,
