id,name,status,channel_type,daily_budget,cost,conversions,conv_value,impressions,clicks,roas,cpa,ctr,conv_rate,type
20815709270,Products merchant campaign,ENABLED,PERFORMANCE_MAX,750.0,5658.089662,27.028423,8600.3298292,163559,1803,1.520005928318921,209.3385049508808,0.011023545020451336,0.014990805879090406,pmax
20958985895,BCD Branded,ENABLED,SEARCH,50.0,308.742293,2.971577,273.4552064,320,52,0.8857069879959724,103.89846636987701,0.1625,0.057145711538461534,branded
