id,name,status,channel_type,daily_budget,cost,conversions,conv_value,impressions,clicks,roas,cpa,ctr,conv_rate,type
20815709270,Products merchant campaign,ENABLED,PERFORMANCE_MAX,750.0,21656.002782,89.801502,80970.10353488,1060497,11068,3.738921921555191,241.15412659801615,0.010436616039460743,0.008113616010119262,pmax
20958985895,BCD Branded,ENABLED,SEARCH,50.0,1272.852838,25.731121,24076.0718398,1470,254,18.91504745955557,49.467445977188476,0.1727891156462585,0.10130362598425198,branded
