id,title
"GLXS3BN4210, GR9S920804CNA, CAPTA4230C3",3.5 Ton 13.4 SEER2 R-32 92% AFUE Gas Furnace Air Conditioning System (Upflow Coil) - Goodman
"RP15AY24AJ2NA, R921T0403A17M4SNAS, RCFY2417STANMC",2.0 Ton Dual Fuel System - 15.2 SEER2 Heat Pump & 92% AFUE Furnace - R-454B - Rheem
"GLXS4BA3010, GR9S920603BNA, CAPTA3626B3","2.5 Ton Upflow 92% Gas System 14.3 SEER2 17"" Wide R-32 - Goodman"
"RA14AY60AJ1NA, RCFY6024STANMC",5.0 Ton 14.0 SEER2 AC & Evaporator Coil System - Rheem
"S-GLZS5BA4210,S-AMST42CU13",3.5 Ton 15.2 SEER2 R-32 Heat Pump System with Multi-Positional Air Handler - Solace
S-GLZS4BA3010,2.5 Ton 14.3 SEER2 R-32 Heat Pump - S-GLZS4BA3010 - Solace
"RP15AY30AJ2NA, RH2TY3617STANNJ, WRX07521",R-454B 2.5 Ton 15.2 SEER2 Complete Heat Pump System 10kW - Rheem
"GLZS5BA3010, GR9S920603BNA, CHPTA3026B3",2.5 Ton 15.2 SEER2 R-32 92% AFUE Dual Fuel System (Horizontal Coil) - Goodman
"GLXS5BA3610, GR9S920603BNA, CAPTA3626B3",3 Ton 15.2 SEER2 R-32 92% AFUE Gas Furnace Air Conditioning System (Upflow Coil) - Goodman
"RA16AY36AJ2NA, R801V0754A17UHSCAP, RCFY3617STANMC","3.0 Ton AC System 16 SEER2 with 75,000 BTU 80% AFUE Furnace - R-454B - Rheem"
S-GXV6SS1810,1.5 Ton 16.2 SEER2 R-32 Air Conditioner - S-GXV6SS1810 - Solace
"GLZS5BA1810, GR9S920403ANA, CAPTA2422A3",1.5 Ton 15.2 SEER2 R-32 92% AFUE Dual Fuel System (Upflow / Vertical Coil) - Goodman
S-GR9S920804CN,92% AFUE Gas Furnace - S-GR9S920804CN - Solace
S-AWST24SU1308A,2 Ton R-32 Wall-Mount Air Handler - S-AWST24SU1308A - Solace
S-CAPEA3626B3,3 Ton R-32 Upflow Evaporator Coil - S-CAPEA3626B3 - Solace
GPGM36008031,5 Ton 13.4 SEER2 Packaged Gas/Electric - GPGM36008031 - Goodman
7733439792530106639,2 Ton 13.4 SEER2 R-32 80% AFUE AC System (Horizontal Coil) - Goodman
"RXC24AXVJU, FTXC24AXVJU",ENTRA 18 SEER2 24K BTU Heat Pump and 24K BTU Hi-Wall Fan Coil - Daikin
S-GR9S920603BN,92% AFUE Gas Furnace - S-GR9S920603BN - Solace
S-GPGM34206031,3.5 Ton 13.4 SEER2 Packaged Gas/Electric - S-GPGM34206031 - Solace
GLZS4MA1810,1.5 Ton Heat Pump 14.3 SEER2 7.8 HSPF2 Single-Stage R-32 - GLZS4MA1810 - Goodman
RP15AY60AJ2NA,5.0 Ton 15.2 SEER2 Two-Stage Heat Pump - Rheem
"GLZS4BA4810, GR9S800804CNA, CAPTA6030C3",4 Ton 14.3 SEER2 R-32 80% AFUE Dual Fuel Heat Pump System (Upflow Coil) - Goodman
"S-GZV7SA4210,S-AHVE60DP1300,S-GTST-CW-WH-A",3.5 Ton 17.5 SEER2 R-32 Heat Pump System with Multi-Positional Air Handler - Solace
"S-GZV7SA6010,S-AHVE60DP1300,S-GTST-CW-WH-A",5 Ton 17.5 SEER2 R-32 Heat Pump System with Multi-Positional Air Handler - Solace
"GLZS4BA4210, AMST42CU13",3.5 Ton 14.3 SEER2 R-32 Heat Pump System with Multi-Positional Air Handler - Goodman
R921V0403A17M4SCAP,"R921V0403A17M4SCAP - 40,000 BTU 92% AFUE Single Stage Furnace - Rheem"
"GLXT7CA2410, CHPTA2426B3, GRVT800603BN",2 Ton 17.2 SEER2 R-32 80% AFUE Gas Furnace Air Conditioning System (Horizontal Coil) - Goodman
R921T0855A21M4SNAS,"R921T0855A21M4SNAS - 85,000 BTU 92% AFUE Single Stage Furnace - Rheem"
1886187041770673987,5 Ton 16.2 SEER2 R-32 96% AFUE Gas Furnace Air Conditioning System (Upflow Coil) - Goodman
WRX07521,WRX07521 - 7.5 kW Electric Heat Kit - Rheem
CHPTA4230C3,CHPTA4230C3 2½ - 3½ Ton R-32 Evaporator Coil - Goodman
"GLZS5BA3610, GR9S800604BNA, CAPTA3626B3",3 Ton 15.2 SEER2 R-32 80% AFUE Dual Fuel System (Upflow Coil) - Goodman
S-GLZS4BA2410,2 Ton 14.3 SEER2 R-32 Heat Pump - S-GLZS4BA2410 - Solace
"GLXS4BA4210, GR9S920804CNA, CHPTA4230C3","3.5 Ton Horizontal 92% Gas System 14.3 SEER2 21"" Wide R-32 - Goodman"
S-AWST30LU1310A,2.5 Ton R-32 Wall-Mount Air Handler - S-AWST30LU1310A - Solace
CAPEA6030C3,5 Ton R-32 Upflow Evaporator Coil - CAPEA6030C3 - Goodman
GLXS5BA3610,3 Ton 15.2 SEER2 R-32 Air Conditioner — GLXS5BA3610 - Goodman
"S-GLZS4BA3610,S-GR9S920603BNA,S-CHPTA3630B3",3 Ton 14.3 SEER2 R-32 92% AFUE Dual Fuel System (Horizontal Coil) - Solace
17931045152942708617,4 Ton 16.2 SEER2 R-32 96% AFUE Gas Furnace Air Conditioning System (Horizontal Coil) - Goodman
S-GLXT7CA6010,5 Ton 17.2 SEER2 R-32 Air Conditioner - S-GLXT7CA6010 - Solace
S-GZV6SA6010,5 Ton 16.2 SEER2 R-32 Heat Pump - S-GZV6SA6010 - Solace
S-CAPTA3022A3,2.5 Ton R-32 Upflow Evaporator Coil - S-CAPTA3022A3 - Solace
"S-GLZS5BA3610, S-AWST36LU1310",3 Ton 15.2 SEER2 R-32 Heat Pump System with Wall-Mounted Air Handler W/10KW Heat Kit - Solace
"RA14AY30AJ1NA, R921T0603A17M4SNAS, RCFY3617STANMC","2.5 Ton AC System 14.3 SEER2 with 60,000 BTU 92% AFUE Furnace - R-454B - Rheem"
S-GZV7SA2410,2 Ton 17.5 SEER2 R-32 Heat Pump - S-GZV7SA2410 - Solace
R802V0754A17UHSCAP,"R802V0754A17UHSCAP - 75,000 BTU 80% AFUE Two-Stage Furnace - Rheem"
"RA14AY18AJ1NA, R801T0503A14UHSNAS, RCFY2414STAAMC","1.5 Ton AC System 14.3 SEER2 with 50,000 BTU 80% AFUE Furnace - R-454B - Rheem"
S-HKTSN05X1,5kW Electric Heat Kit - S-HKTSN05X1 - Solace
"GLXS3BN1810, GR9S920403ANA, CAPTA2422A3",1.5 Ton 13.4 SEER2 R-32 92% AFUE Gas Furnace Air Conditioning System (Upflow Coil) - Goodman
GPGM34806031,4 Ton 13.4 SEER2 Packaged Gas/Electric - GPGM34806031 - Goodman
"RP14AY42AJ2NA, R921T0855A21M4SNAS, RCFY4821STANMC","3.5 Ton Heat Pump System 14.3 SEER2 with 85,000 BTU 92% AFUE Furnace - R-454B - Rheem"
GLXS5BA3010,2.5 Ton 15.2 SEER2 R-32 Air Conditioner — GLXS5BA3010 - Goodman
2MXM18AVJU9,MXM 18K BTU 2-Zone Heat Pump R-32 - Daikin
"S-GLZS5BA6010,S-GR9S921005CNA,S-CAPT6030C3",5 Ton 15.2 SEER2 R-32 92% AFUE Dual Fuel System (Upflow Coil) - Solace
R801T0754A17UHSNAS,"R801T0754A17UHSNAS - 75,000 BTU 80% AFUE Single Stage Furnace - Rheem"
"GLZS4BA2410, GR9S800403ANA, CAPTA2422A3",2 Ton 14.3 SEER2 R-32 80% AFUE Dual Fuel Heat Pump System (Upflow Coil) - Goodman
S-GXV6SS4810,4 Ton 16.2 SEER2 R-32 Air Conditioner - S-GXV6SS4810 - Solace
RA14AY30AJ1NA,2.5 Ton 14.3 SEER2 Single-Stage Air Conditioner - Rheem
"GLXT7CA3610, CHPTA3630B3, GRVT960803BN",3 Ton 17.2 SEER2 R-32 96.1% AFUE Gas Furnace Air Conditioning System (Horizontal Coil) - Goodman
RP14AY18AJ1NA,1.5 Ton 14.3 SEER2 Single-Stage Heat Pump - Rheem
"S-GLXS5BA4810,S-AMST48CU13",4 Ton 15.2 SEER2 R-32 Air Conditioning System with Multi-Positional Air Handler - Solace
GPHH32431,2 Ton 13.4 SEER2 Packaged Heat Pump - GPHH32431 - Goodman
16426221291687991998,"5 Ton 17.5 SEER2 R-32 80% AFUE 80,000 BTU Dual Fuel System (Upflow Coil) - Solace"
"GLZS4BA3610, GR9S920603BNA, CHPTA3630B3","3 Ton Horizontal Dual Fuel 92% Gas System 14.3 SEER2 17"" Wide R-32 - Goodman"
S-GRVT800603BN,"60,000 BTU 80% AFUE Gas Furnace - S-GRVT800603BN - Solace"
"S-GLZS5BA3010,S-AMST30BU13",2.5 Ton 15.2 SEER2 R-32 Heat Pump System with Multi-Positional Air Handler - Solace
GR9S960603BNA,"60,000 BTU Gas Furnace 96% AFUE Single-Stage - GR9S960603BNA - Goodman"
"S-GLZT7CA3610,S-AMVT36BP1300",3 Ton 17.2 SEER2 R-32 Heat Pump System with Multi-Positional Air Handler - Solace
"S-GLXS4BA1810,S-GR9S920403ANA,S-CHPTA2426B3",1.5 Ton 14.3 SEER2 R-32 92% AFUE Gas Furnace Air Conditioning System (Horizontal Coil) - Solace
GPGM53608031,3 Ton 15.2 SEER2 Packaged Gas/Electric - GPGM53608031 - Goodman
"RP14AY18AJ1NA, R921T0403A17M4SNAS, RCFY2417STANMC","1.5 Ton Heat Pump System 14.3 SEER2 with 40,000 BTU 92% AFUE Furnace - R-454B - Rheem"
"GLZS5BA2410, GR9S920403ANA, CAPTA2422A3",2 Ton 15.2 SEER2 R-32 92% AFUE Dual Fuel System (Upflow / Vertical Coil) - Goodman
GLZS5BA3010,2.5 Ton 15.2 SEER2 R-32 Heat Pump — GLZS5BA3010 - Goodman
"S-GLZS5BA1810,S-GR9S920403ANA,S-CAPTA2422A3",1.5 Ton 15.2 SEER2 R-32 92% AFUE Dual Fuel System (Upflow Coil) - Solace
6000342558352576493,2 Ton Variable Capacity 17.5 SEER2 R-32 96% AFUE Dual Fuel System with ComfortNet Smart Thermostat (Upflow Coil) - Goodman
"RP15AY60AJ2NA, RH2VY6024STACNJ, WRX10021",R-454B 5.0 Ton 16 SEER2 Complete Heat Pump System 10kW - Rheem
"S-GZV7SA3610,S-AHVE42CP1300,S-GTST-CW-WH-A",3 Ton 17.5 SEER2 R-32 Heat Pump System with Multi-Positional Air Handler - Solace
7611995255846868287,"4 Ton 16.2 SEER2 R-32 80% AFUE 80,000 BTU Gas Furnace Air Conditioning System (Horizontal Coil) - Solace"
R801V0755A21UHSCAP,"R801V0755A21UHSCAP - 75,000 BTU 80% AFUE Single Stage Furnace - Rheem"
R801T1005A21UHSNAS,"R801T1005A21UHSNAS - 100,000 BTU 80% AFUE Single Stage Furnace - Rheem"
"S-GLZS5BA6010,S-AMST60DU13",5 Ton 15.2 SEER2 R-32 Heat Pump System with Multi-Positional Air Handler - Solace
GR9S960403ANA,"40,000 BTU Gas Furnace 96% AFUE Single-Stage - GR9S960403ANA - Goodman"
RXC12AXVJU,ENTRA 18 SEER2 12K BTU Heat Pump - Daikin
PLUSGAS,Plus Digital Programmable Thermostat (GAS) - Solace
"GZV7SA3610, AHVE42CP1300, GTST-CW-WH-A",3 Ton 17.5 SEER2 R-32 Heat Pump System with Multi-Positional Air Handler - Goodman
S-GRVT960804CN,"80,000 BTU 96% AFUE Gas Furnace - S-GRVT960804CN - Solace"
"S-GLXS4BA1810,S-GR9S920403ANA,S-CAPTA2422A3",1.5 Ton 14.3 SEER2 R-32 92% AFUE Gas Furnace Air Conditioning System (Upflow Coil) - Solace
"GLZS5BA4810, GR9S800804CNA, CAPTA6030C3",4 Ton 15.2 SEER2 R-32 80% AFUE Dual Fuel System (Upflow Coil) - Goodman
S-GRVT800604BN,"60,000 BTU 80% AFUE Gas Furnace - S-GRVT800604BN - Solace"
"RA16AY48AJ2NA, RH2VY4821STACNJ, WRX10021","4.0 Ton 16.0 SEER2 AC, Air Handler & 10kW Heat Kit System - Rheem"
GRVT800603BN,80% AFUE Gas Furnace - GRVT800603BN - Goodman
RA15AY36AJ1NA,RA15AY36AJ1NA - 3.0 Ton 15.2 SEER2 Single-Stage Air Conditioner - Rheem
GPGM36010031,5 Ton 13.4 SEER2 Packaged Gas/Electric - GPGM36010031 - Goodman
CAPTA3626B3,CAPTA3626B3 2 - 3 Ton R-32 Evaporator Coil - Goodman
"S-GLZS4BA4810,S-GR9S920804CNA,S-CAPTA6030C3",4 Ton 14.3 SEER2 R-32 92% AFUE Dual Fuel System (Upflow Coil) - Solace
S-CHPTA4830C3,4 Ton R-32 Horizontal Evaporator Coil - S-CHPTA4830C3 - Solace
GLZS4BA3010,GLZS4BA3010 2.5 Ton R-32 Heat Pump - Goodman
"GXV6SS3610, AHVE36CP1300, HKTSN10X1, GTST-CW-WH-A",3 Ton 16.2 SEER2 R-32 Air Conditioning System with Multi-Positional Air Handler - Goodman
GPHH52431,2 Ton 15.2 SEER2 Packaged Heat Pump - GPHH52431 - Goodman
S-GLXT7CA4810,4 Ton 17.2 SEER2 R-32 Air Conditioner - S-GLXT7CA4810 - Solace
"S-GLZS5BA2410,S-GR9S920403ANA,S-CHPTA2426B3",2 Ton 15.2 SEER2 R-32 92% AFUE Dual Fuel System (Horizontal Coil) - Solace
GPGM52406031,2 Ton 15.2 SEER2 Packaged Gas/Electric - GPGM52406031 - Goodman
AMST60DU13,AMST60DU13 5 Ton R-32 Multi-Position Air Handler - Goodman
"S-GLXT7CA3610,S-CHPTA3630B3,S-GRVT960803BN","3 Ton 17.2 SEER2 R-32 96% AFUE 80,000 BTU Gas Furnace Air Conditioning System (Horizontal Coil) - Solace"
GRVT960804CN,96% AFUE Gas Furnace - GRVT960804CN - Goodman
GPHM36031,5 Ton 13.4 SEER2 Packaged Heat Pump - GPHM36031 - Goodman
"S-GLZS5BA4810,S-GR9S920804CNA,S-CHPTA4830C3",4 Ton 15.2 SEER2 R-32 92% AFUE Dual Fuel System (Horizontal Coil) - Solace
RH2VY2417STACNJ,RH2VY2417STACNJ - 2.0 Ton Variable Speed Air Handler - Rheem
"RA15AY30AJ1NA, R801T0754A17UHSNAS, RCFY3617STANMC",2.5 Ton 14.3 SEER2 AC & 80% AFUE Gas Furnace System - Rheem
RCFY3617STANMC,"RCFY3617STANMC - 3.0 Ton 17.5"" Cased Evaporator Coil - Rheem"
GR9T800403AN,80% AFUE 40000 BTU Two-Stage Multi-Speed Gas Furnace GR9T800403AN - Goodman
S-GPUM32404031,2 Ton 13.4 SEER2 Packaged Gas/Electric - S-GPUM32404031 - Solace
S-CAPEA3022B3,2.5 Ton R-32 Upflow Evaporator Coil - S-CAPEA3022B3 - Solace
"GLXS5BA6010, GR9S801005CNA, CAPTA6030C3",5 Ton 15.2 SEER2 R-32 80% AFUE AC System (Upflow Coil) - Goodman
"GZV6SA4810, AHVE48CP1300, HKTSN10X1, GTST-CW-WH-A",4 Ton 16.2 SEER2 R-32 Heat Pump System with Multi-Positional Air Handler - Goodman
15402446241857932761,2.5 Ton 16.2 SEER2 R-32 96% AFUE Gas Furnace Air Conditioning System (Upflow Coil) - Goodman
CHPTA6030D3,CHPTA6030D3 4 - 5 Ton R-32 Evaporator Coil - Goodman
GLZS5BA3610,3 Ton 15.2 SEER2 R-32 Heat Pump — GLZS5BA3610 - Goodman
CHPEA4830C3,4 Ton R-32 Horizontal Evaporator Coil - CHPEA4830C3 - Goodman
AMVT30BP1300,2.5 Ton AMVT30BP1300 R-32 Multi-Position Variable-Speed Air Handler - Goodman
"GLZS4BA3010, AWST30SU1310",2.5 Ton 14.3 SEER2 R-32 Heat Pump System with Wall-Hung Air Handler AND 10kw Heat Kit - Goodman
GLZS4MA3010,2.5 Ton Heat Pump 14.3 SEER2 7.8 HSPF2 Single-Stage R-32 - GLZS4MA3010 - Goodman
R802V0755A21UHSCAP,"R802V0755A21UHSCAP - 75,000 BTU 80% AFUE Two-Stage Furnace - Rheem"
HKTSN05X1,HKTSN05X1 5 kW Electric Heat Strip Kit - Goodman
GRVT960403BN,96% AFUE Gas Furnace - GRVT960403BN - Goodman
R801T0503A14UHSNAS,"R801T0503A14UHSNAS - 50,000 BTU 80% AFUE Single Stage Furnace - Rheem"
"S-GLXT7CA6010,S-AMVT60DP1300",5 Ton 17.2 SEER2 R-32 Air Conditioning System with Multi-Positional Air Handler - Solace
"GLZT7CA3610, AMVT36BP1300",3 Ton 17.2 SEER2 R-32 Heat Pump System with Multi-Positional Air Handler - Goodman
"GZV6SA3010, AHVE36CP1300, HKTSN08X1, GTST-CW-WH-A",2.5 Ton 16.2 SEER2 R-32 Heat Pump System with Multi-Positional Air Handler - Goodman
7865720835673436250,4 Ton 16.2 SEER2 R-32 80% AFUE Gas Furnace Air Conditioning System (Horizontal Coil) - Goodman
6215051959676035373,2 Ton 16.2 SEER2 R-32 80% AFUE Gas Furnace Air Conditioning System (Upflow Coil) - Goodman
"GLXT7CA4810, CAPTA6030C3, GRVT960804CN",4 Ton 17.2 SEER2 R-32 97.0% AFUE Gas Furnace Air Conditioning System (Upflow Coil) - Goodman
GPGM54210031,3.5 Ton 15.2 SEER2 Packaged Gas/Electric - GPGM54210031 - Goodman
"S-GLXS5BA4210,S-GR9S920804CNA,S-CAPTA4230C3",3.5 Ton 15.2 SEER2 R-32 92% AFUE Gas Furnace Air Conditioning System (Upflow Coil) - Solace
"S-GLXS5BA6010,S-GR9S921005CNA,S-CAPTA6030C3",5 Ton 15.2 SEER2 R-32 92% AFUE Gas Furnace Air Conditioning System (Upflow Coil) - Solace
"S-GLZS5BA4210,S-GR9S920804CNA,S-CHPTA4230C3",3.5 Ton 15.2 SEER2 R-32 92% AFUE Dual Fuel System (Horizontal Coil) - Solace
S-AMVT36BP1300,3 Ton R-32 Air Handler - S-AMVT36BP1300 - Solace
"GLXS3BN6010, AMST60DU13",5 Ton 13.4 SEER2 R-32 Air Conditioning System with Multi-Position Air Handler - Goodman
"RA14AY48AJ1NA, RH2TY4821STANNJ, WRX10021",4.0 Ton AC System 14.3 SEER2 with Air Handler & 10kW Heat Kit - R-454B - Rheem
"GLXS4BA6010, AMST60DU13",5.0 Ton 14.3 SEER2 R-32 Air Conditioning System with Multi-Positional Air Handler - Goodman
S-GPUM36008031,5 Ton 13.4 SEER2 Packaged Gas/Electric - S-GPUM36008031 - Solace
"RA16AY60AJ2NA, R801V1255A24UHSCAP, RCFY6024STANMC",5.0 Ton 16.0 SEER2 AC & 80% AFUE Gas Furnace System - Rheem
"S-GLXS4BA6010,S-GR9S921005CNA,S-CAPTA6030C3",5 Ton 14.3 SEER2 R-32 92% AFUE Gas Furnace Air Conditioning System (Upflow Coil) - Solace
"RA14AY60AJ1NA, RH2TY6024STANNJ, WRX10021","5.0 Ton 14.0 SEER2 AC, Air Handler & 10kW Heat Kit System - Rheem"
GPGM32404031,2 Ton 13.4 SEER2 Packaged Gas/Electric - GPGM32404031 - Goodman
"RA16AY60AJ2NA, R921V1155A24M4SCAP, RCFY6024STANMC",5.0 Ton 16.0 SEER2 AC & 92% AFUE Gas Furnace System - Rheem
RA16AY24AJ2NA,RA16AY24AJ2NA - 2.0 Ton 16.0 SEER2 Two-Stage Air Conditioner - Rheem
"S-GLXS5BA2410,S-GR9S800403ANA,S-CHPTA2426B3",2 Ton 15.2 SEER2 R-32 80% AFUE Gas Furnace Air Conditioning System (Horizontal Coil) - Solace
"GLXS3BN4210, GR9S800804CNA, CAPTA4230C3",3.5 Ton 13.4 SEER2 R-32 80% AFUE AC System (Upflow Coil) - Goodman
"GLXS3BN3610, GR9S920603BNA, CAPTA3626B3",3 Ton 13.4 SEER2 R-32 92% AFUE Gas Furnace Air Conditioning System (Upflow Coil) - Goodman
GZV6SA3610,3 Ton R-32 Heat Pump Condenser - GZV6SA3610 - Goodman
14322576786029177458,3 Ton 16.2 SEER2 R-32 96% AFUE Gas Furnace Air Conditioning System (Horizontal Coil) - Goodman
10609638396512272007,"5 Ton 17.5 SEER2 R-32 96% AFUE 100,000 BTU Dual Fuel System (Horizontal Coil) - Solace"
RP14AY24AJ2NA,2.0 Ton 14.3 SEER2 Two-Stage Heat Pump - Rheem
"GLXS3BN3010, AWST30SU1308",2.5 Ton 13.4 SEER2 R-32 Air Conditioning System with Wall-Hung Air Handler AND 8kw Heat Kit - Goodman
"S-GLZS5BA3610,S-GR9S920603BNA,S-CHPTA3630B3",3 Ton 15.2 SEER2 R-32 92% AFUE Dual Fuel System (Horizontal Coil) - Solace
"GLXS3BN6010, GR9S921005CNA, CAPT6030C3",5 Ton 13.4 SEER2 R-32 92% AFUE Gas Furnace Air Conditioning System (Upflow Coil) - Goodman
389606418434869112,"2 Ton 16.2 SEER2 R-32 96% AFUE 40,000 BTU Gas Furnace Air Conditioning System (Horizontal Coil) - Solace"
GLXS3BN3010,GLXS3BN3010 2.5 Ton R-32 Air Conditioner - Goodman
GZV7SA3610,GZV7SA3610 - 3.0 Ton 17.5 SEER2 Variable-Speed Heat Pump - Goodman
RCFY4821STANMC,"RCFY4821STANMC - 4.0 Ton 21"" Cased Evaporator Coil - Rheem"
"S-GLXS4BA3010,S-AMST30BU13",2.5 Ton 14.3 SEER2 R-32 Air Conditioning System with Multi-Positional Air Handler - Solace
GPHM33631,3 Ton 13.4 SEER2 Packaged Heat Pump - GPHM33631 - Goodman
"S-GLXT7CA2410,S-CAPTA2422B3,S-GRVT800603BN","2 Ton 17.2 SEER2 R-32 80% AFUE 60,000 BTU Gas Furnace Air Conditioning System (Upflow Coil) - Solace"
"S-GLZS4BA1810,S-GR9S800403ANA,S-CAPTA2422A3",1.5 Ton 14.3 SEER2 R-32 80% AFUE Dual Fuel System (Upflow Coil) - Solace
GLXS3BN3610,GLXS3BN3610 3 Ton R-32 Air Conditioner - Goodman
R801V0754A17UHSCAP,"R801V0754A17UHSCAP - 75,000 BTU 80% AFUE Single Stage Furnace - Rheem"
"RP14AY30AJ2NA, R921T0603A17M4SNAS, RCFY3617STANMC","2.5 Ton Heat Pump System 14.3 SEER2 with 60,000 BTU 92% AFUE Furnace - R-454B - Rheem"
11819926940214770765,"4 Ton 17.5 SEER2 R-32 96% AFUE 80,000 BTU Dual Fuel System (Horizontal Coil) - Solace"
"S-GLXS5BA2410,S-GR9S920403ANA,S-CAPTA2422A3",2 Ton 15.2 SEER2 R-32 92% AFUE Gas Furnace Air Conditioning System (Upflow Coil) - Solace
18078594730355464677,2.5 Ton 15.2 SEER2 R-32 Air Conditioning System with Wall-Mounted Air Handler W/10KW Heat Kit - Solace
"GLXS5BA4210, AMST42CU13",3.5 Ton 15.2 SEER2 R-32 Air Conditioning System with Multi-Positional Air Handler - Goodman
GLXS4BA3010,GLXS4BA3010 2.5 Ton R-32 Air Conditioner - Goodman
R921T1155A24M4SNAS,"R921T1155A24M4SNAS - 115,000 BTU 92% AFUE Single Stage Furnace - Rheem"
"S-GLXS4BA3610,S-AWST36LU1308A",3 Ton 14.3 SEER2 R-32 Air Conditioning System with Wall-Mounted Air Handler - Solace
6636961717906205220,3 Ton 16.2 SEER2 R-32 Air Conditioning System with Multi-Positional Air Handler - Goodman
"GXV6SS4810, AHVE48CP1300, HKTSN10X1, GTST-CW-WH-A",4 Ton 16.2 SEER2 R-32 Air Conditioning System with Multi-Positional Air Handler - Goodman
CHPEA6030C3,5 Ton R-32 Horizontal Evaporator Coil - CHPEA6030C3 - Goodman
FP15,FP15 LP Conversion Kit - 80%+ Furnaces - Rheem
"S-GLXS4BA2410,S-GR9S920403ANA,S-CHPTA2426B3",2 Ton 14.3 SEER2 R-32 92% AFUE Gas Furnace Air Conditioning System (Horizontal Coil) - Solace
GLZS4MA2410,2.0 Ton Heat Pump 14.3 SEER2 7.8 HSPF2 Single-Stage R-32 - GLZS4MA2410 - Goodman
GLXS4MA3010,2.5 Ton Air Conditioner 14.3 SEER2 Single-Stage R-32 - GLXS4MA3010 - Goodman
S-AMST30BU13,2.5 Ton R-32 Air Handler - S-AMST30BU13 - Solace
GRVT800805DN,80% AFUE Gas Furnace - GRVT800805DN - Goodman
S-GPHH34831,2 Ton 13.4 SEER2 Packaged Heat Pump - S-GPHH34831 - Solace
7055996418659750945,5 Ton 13.4 SEER2 R-32 80% AFUE AC System (Upflow Coil) - Goodman
"S-GLXT7CA3610,S-CAPTA3626B3,S-GRVT960603BN","3 Ton 17.2 SEER2 R-32 96% AFUE 60,000 BTU Gas Furnace Air Conditioning System (Upflow Coil) - Solace"
3270109893171838480,3.5 Ton Variable Capacity 17.5 SEER2 R-32 80% AFUE Dual Fuel System with ComfortNet Smart Thermostat (Horizontal Coil) - Goodman
"S-GLZS4BA3610,S-GR9S800604BNA,S-CAPTA3626B3",3 Ton 14.3 SEER2 R-32 80% AFUE Dual Fuel System (Upflow Coil) - Solace
R921V0603A17M4SCAP,"R921V0603A17M4SCAP - 60,000 BTU 92% AFUE Single Stage Furnace - Rheem"
GPHM53031,2.5 Ton 15.2 SEER2 Packaged Air Conditioner - GPHM53031 - Goodman
S-CHPTA2426B3,2 Ton R-32 Horizontal Evaporator Coil - S-CHPTA2426B3 - Solace
AMVT36CP1300,3.0 Ton AMVT36CP1300 R-32 Multi-Position Variable-Speed Air Handler - Goodman
CHPTA2426B3,CHPTA2426B3 1½ - 2 Ton R-32 Evaporator Coil - Goodman
"S-GLXT7CA2410,S-CAPTA2422B3,S-GRVT960403BN","2 Ton 17.2 SEER2 R-32 96% AFUE 40,000 BTU Gas Furnace Air Conditioning System (Upflow Coil) - Solace"
"GLXS4BA3010, AWST30SU1308",2.5 Ton 14.3 SEER2 R-32 Air Conditioning System with Wall-Hung Air Handler AND 8kw Heat Kit - Goodman
FTXQ09ASBU9,OTERRA Series 9K BTU Hi-Wall Fan Coil R-32 - Daikin
"GLXS4BA6010, GR9S801005CNA, CHPT6030D3","5 Ton AC System 14.3 SEER2 with 100,000 BTU 80% AFUE Furnace - R-32 - Goodman"
"GLXS3BN3610, GR9S800604BNA, CHPTA3630B3",3 Ton 13.4 SEER2 R-32 80% AFUE AC System (Horizontal Coil) - Goodman
S-GPHM54231,3.5 Ton 15.2 SEER2 Packaged Air Conditioner - S-GPHM54231 - Solace
GPHM34231,3.5 Ton 13.4 SEER2 Packaged Heat Pump - GPHM34231 - Goodman
"S-GLZS4BA2410,S-GR9S920403ANA,S-CAPTA2422A3",2 Ton 14.3 SEER2 R-32 92% AFUE Dual Fuel System (Upflow Coil) - Solace
"S-GLZS4BA6010,S-AMST60DU13",5 Ton 14.3 SEER2 R-32 Heat Pump System with Multi-Positional Air Handler - Solace
"GLXS4BA4210, AMST42CU13",3.5 Ton 14.3 SEER2 R-32 Air Conditioning System with Multi-Positional Air Handler - Goodman
"S-GLZS4BA3610,S-AMST36BU13",3 Ton 14.3 SEER2 R-32 Heat Pump System with Multi-Positional Air Handler - Solace
FTXV18AVJU9,Hi-Wall Style Series 18K BTU Hi-Wall Fan Coil Multi Zone R-32 - Daikin
13705443148112239366,2.5 Ton 15.2 SEER2 R-32 Air Conditioner — GLXS5BA3010 - Goodman
"GLXS4BA4210, GR9S920804CNA, CAPTA4230C3","3.5 Ton Upflow 92% Gas System 14.3 SEER2 21"" Wide R-32 - Goodman"
"GLXS4BA2410, AMST24BU13",2 Ton 14.3 SEER2 R-32 Air Conditioning System with Multi-Positional Air Handler - Goodman
14908775998100565134,1.5 Ton 16.2 SEER2 R-32 80% AFUE Gas Furnace Air Conditioning System (Horizontal Coil) - Goodman
GPHH33631,2 Ton 13.4 SEER2 Packaged Heat Pump - GPHH33631 - Goodman
RP15AY30AJ2NA,2.5 Ton 15.2 SEER2 Two-Stage Heat Pump - Rheem
"GLZS5BA3010, AMST30BU13",2.5 Ton 15.2 SEER2 R-32 Heat Pump System with Multi-Positional Air Handler - Goodman
