brand,product_id,sku,product_name,image_id,image_url,field_changed,before,after,status,error
Rheem,2357,R802V0755A21UHSCAP,"RHEEM R802V0755A21UHSCAP - 75,000 BTU 80% AFUE Two-Stage Furnace",6942,https://cdn11.bigcommerce.com/s-8jovicf28z/products/2357/images/6942/1705602723.1280.1280__80684.1731619597.386.513.png?c=1,description,,"RHEEM R802V0755A21UHSCAP 75,000 BTU 80% AFUE Two Stage Furnace",UPDATED,
Rheem,2358,R802V1005A21UHSCAP,"RHEEM R802V1005A21UHSCAP - 100,000 BTU 80% AFUE Two-Stage Furnace",6943,https://cdn11.bigcommerce.com/s-8jovicf28z/products/2358/images/6943/1705602723.1280.1280__80684.1705602808.1280.1280__18456.1731619597.386.513.png?c=1,description,,"RHEEM R802V1005A21UHSCAP 100,000 BTU 80% AFUE Two Stage Furnace",UPDATED,
Rheem,2359,R802V1255A24UHSCAP,"RHEEM R802V1255A24UHSCAP - 125,000 BTU 80% AFUE Two-Stage Furnace",6944,https://cdn11.bigcommerce.com/s-8jovicf28z/products/2359/images/6944/1705602903.1280.1280__38200.1731619597.386.513.png?c=1,description,,"RHEEM R802V1255A24UHSCAP 125,000 BTU 80% AFUE Two Stage Furnace",UPDATED,
Rheem,2360,R962V0403A17M4SCAP,"RHEEM R962V0403A17M4SCAP - 40,000 BTU 96% AFUE Two-Stage Furnace",6945,https://cdn11.bigcommerce.com/s-8jovicf28z/products/2360/images/6945/1705593686.1280.1280__80045.1705593797.1280.1280__10255.1731619598.386.513.png?c=1,description,,"RHEEM R962V0403A17M4SCAP 40,000 BTU 96% AFUE Two Stage Furnace",UPDATED,
Rheem,2361,R962V0603A17M4SCAP,"RHEEM R962V0603A17M4SCAP - 60,000 BTU 96% AFUE Two-Stage Furnace",6946,https://cdn11.bigcommerce.com/s-8jovicf28z/products/2361/images/6946/1705604761.1280.1280__85236.1731619598.386.513.png?c=1,description,,"RHEEM R962V0603A17M4SCAP 60,000 BTU 96% AFUE Two Stage Furnace",UPDATED,
Rheem,2362,R962V0703A17M4SCAP,"RHEEM R962V0703A17M4SCAP - 70,000 BTU 96% AFUE Two-Stage Furnace",6947,https://cdn11.bigcommerce.com/s-8jovicf28z/products/2362/images/6947/1705604761.1280.1280__85236.1705604831.1280.1280__09823.1731619598.386.513.png?c=1,description,,"RHEEM R962V0703A17M4SCAP 70,000 BTU 96% AFUE Two Stage Furnace",UPDATED,
Rheem,2363,R962V0855A21M4SCAP,"RHEEM R962V0855A21M4SCAP - 85,000 BTU 96% AFUE Two-Stage Furnace",6948,https://cdn11.bigcommerce.com/s-8jovicf28z/products/2363/images/6948/1705604945.1280.1280__22673.1731619599.386.513.png?c=1,description,,"RHEEM R962V0855A21M4SCAP 85,000 BTU 96% AFUE Two Stage Furnace",UPDATED,
Rheem,2364,R962V1005A21M4SCAP,"RHEEM R962V1005A21M4SCAP - 100,000 BTU 96% AFUE Two-Stage Furnace",6949,https://cdn11.bigcommerce.com/s-8jovicf28z/products/2364/images/6949/1705604945.1280.1280__22673.1705605062.1280.1280__67303.1731619599.386.513.png?c=1,description,,"RHEEM R962V1005A21M4SCAP 100,000 BTU 96% AFUE Two Stage Furnace",UPDATED,
Rheem,2365,R962V1155A24M4SCAP,"RHEEM R962V1155A24M4SCAP - 115,000 BTU 96% AFUE Two-Stage Furnace",6950,https://cdn11.bigcommerce.com/s-8jovicf28z/products/2365/images/6950/1705605148.1280.1280__95602.1731619594.386.513.png?c=1,description,,"RHEEM R962V1155A24M4SCAP 115,000 BTU 96% AFUE Two Stage Furnace",UPDATED,
Rheem,2366,RHRETST800SYS,Rheem EcoNet 800 Smart Thermostat RHRETST800SYS,6951,https://cdn11.bigcommerce.com/s-8jovicf28z/products/2366/images/6951/Untitled_9__18468.1708444429.386.513.png?c=1,description,,Rheem EcoNet 800 Smart Thermostat RHRETST800SYS,UPDATED,
Rheem,2367,RHRECTL800ZON,Rheem EcoNet Zone Control RHRECTL800ZON,6952,https://cdn11.bigcommerce.com/s-8jovicf28z/products/2367/images/6952/Untitled_10__67416.1708444429.386.513.png?c=1,description,,Rheem EcoNet Zone Control RHRECTL800ZON,UPDATED,
Rheem,2368,RHREPNL700ZON,EcoNet Zone Control Panel RRHREPNL700ZON,6953,https://cdn11.bigcommerce.com/s-8jovicf28z/products/2368/images/6953/Untitled_11__55952.1708444425.386.513.png?c=1,description,,EcoNet Zone Control Panel RRHREPNL700ZON,UPDATED,
Rheem,2645,FP15,Rheem FP15 LP Conversion Kit - 80%+ Furnaces,7595,https://cdn11.bigcommerce.com/s-8jovicf28z/products/2645/images/7595/Untitled_-_2024-09-18T095914.455__45863.1726668302.386.513.png?c=1,description,,Rheem FP15 LP Conversion Kit 80%+ Furnaces,UPDATED,
Rheem,2646,FP38,Rheem FP38 LP Conversion Kit - 90%+ Furnaces,7596,https://cdn11.bigcommerce.com/s-8jovicf28z/products/2646/images/7596/Untitled_-_2024-09-18T095811.387__78137.1726668527.386.513.png?c=1,description,,Rheem FP38 LP Conversion Kit 90%+ Furnaces,UPDATED,
Rheem,2831,RP14AY18AJ1NA,RHEEM 1.5 Ton 14.3 SEER2 Single-Stage Heat Pump,8116,https://cdn11.bigcommerce.com/s-8jovicf28z/products/2831/images/8116/Untitled_1__79902.1708444425.1280.1280__58562.1738170670.386.513.png?c=1,description,,RHEEM 1.5 Ton 14.3 SEER2 Single Stage Heat Pump,UPDATED,
Rheem,2831,RP14AY18AJ1NA,RHEEM 1.5 Ton 14.3 SEER2 Single-Stage Heat Pump,8117,https://cdn11.bigcommerce.com/s-8jovicf28z/products/2831/images/8117/Untitled__69645.1708444425.1280.1280__57357.1738170670.386.513.png?c=1,description,,RHEEM 1.5 Ton 14.3 SEER2 Single Stage Heat Pump,UPDATED,
Rheem,2832,RP14AY24AJ2NA,RHEEM 2.0 Ton 14.3 SEER2 Two-Stage Heat Pump,8118,https://cdn11.bigcommerce.com/s-8jovicf28z/products/2832/images/8118/Untitled__69645.1708444425.1280.1280__57357.1738170670.1280.1280__73373.1738171764.386.513.png?c=1,description,,RHEEM 2.0 Ton 14.3 SEER2 Two Stage Heat Pump,UPDATED,
Rheem,2832,RP14AY24AJ2NA,RHEEM 2.0 Ton 14.3 SEER2 Two-Stage Heat Pump,8119,https://cdn11.bigcommerce.com/s-8jovicf28z/products/2832/images/8119/Untitled_1__79902.1708444425.1280.1280__58562.1738170670.1280.1280__09851.1738171764.386.513.png?c=1,description,,RHEEM 2.0 Ton 14.3 SEER2 Two Stage Heat Pump,UPDATED,
Rheem,2833,RP14AY30AJ2NA,RHEEM 2.5 Ton 14.3 SEER2 Two-Stage Heat Pump,8120,https://cdn11.bigcommerce.com/s-8jovicf28z/products/2833/images/8120/1738171764.1280.1280__56335.1738172308.386.513.png?c=1,description,,RHEEM 2.5 Ton 14.3 SEER2 Two Stage Heat Pump,UPDATED,
Rheem,2833,RP14AY30AJ2NA,RHEEM 2.5 Ton 14.3 SEER2 Two-Stage Heat Pump,8121,https://cdn11.bigcommerce.com/s-8jovicf28z/products/2833/images/8121/1738171764.1280.1280__79752.1738172308.386.513.png?c=1,description,,RHEEM 2.5 Ton 14.3 SEER2 Two Stage Heat Pump,UPDATED,
Rheem,2834,RP14AY36AJ2NA,RHEEM 3.0 Ton 14.3 SEER2 Two-Stage Heat Pump,8122,https://cdn11.bigcommerce.com/s-8jovicf28z/products/2834/images/8122/1738171764.1280.1280__56335.1738172308.1280.1280__42709.1738172489.386.513.png?c=1,description,,RHEEM 3.0 Ton 14.3 SEER2 Two Stage Heat Pump,UPDATED,
Rheem,2834,RP14AY36AJ2NA,RHEEM 3.0 Ton 14.3 SEER2 Two-Stage Heat Pump,8123,https://cdn11.bigcommerce.com/s-8jovicf28z/products/2834/images/8123/1738171764.1280.1280__79752.1738172308.1280.1280__25131.1738172489.386.513.png?c=1,description,,RHEEM 3.0 Ton 14.3 SEER2 Two Stage Heat Pump,UPDATED,
Rheem,2835,RP14AY42AJ2NA,RHEEM 3.5 Ton 14.3 SEER2 Two-Stage Heat Pump,8124,https://cdn11.bigcommerce.com/s-8jovicf28z/products/2835/images/8124/1738172489.1280.1280__79664.1738172904.386.513.png?c=1,description,,RHEEM 3.5 Ton 14.3 SEER2 Two Stage Heat Pump,UPDATED,
Rheem,2835,RP14AY42AJ2NA,RHEEM 3.5 Ton 14.3 SEER2 Two-Stage Heat Pump,8125,https://cdn11.bigcommerce.com/s-8jovicf28z/products/2835/images/8125/1738172489.1280.1280__66356.1738172904.386.513.png?c=1,description,,RHEEM 3.5 Ton 14.3 SEER2 Two Stage Heat Pump,UPDATED,
Rheem,2836,RP14AY48AJ2NA,RHEEM 4.0 Ton 14.3 SEER2 Two-Stage Heat Pump,8126,https://cdn11.bigcommerce.com/s-8jovicf28z/products/2836/images/8126/1738172489.1280.1280__79664.1738172904.1280.1280__51469.1738174076.386.513.png?c=1,description,,RHEEM 4.0 Ton 14.3 SEER2 Two Stage Heat Pump,UPDATED,
Rheem,2836,RP14AY48AJ2NA,RHEEM 4.0 Ton 14.3 SEER2 Two-Stage Heat Pump,8127,https://cdn11.bigcommerce.com/s-8jovicf28z/products/2836/images/8127/1738172489.1280.1280__66356.1738172904.1280.1280__68615.1738174076.386.513.png?c=1,description,,RHEEM 4.0 Ton 14.3 SEER2 Two Stage Heat Pump,UPDATED,
Rheem,2837,RP14AY60AJ2NA,RHEEM 5.0 Ton 14.3 SEER2 Two-Stage Heat Pump,8128,https://cdn11.bigcommerce.com/s-8jovicf28z/products/2837/images/8128/1738174076.1280.1280__52250.1738174183.386.513.png?c=1,description,,RHEEM 5.0 Ton 14.3 SEER2 Two Stage Heat Pump,UPDATED,
Rheem,2837,RP14AY60AJ2NA,RHEEM 5.0 Ton 14.3 SEER2 Two-Stage Heat Pump,8129,https://cdn11.bigcommerce.com/s-8jovicf28z/products/2837/images/8129/1738174076.1280.1280__95910.1738174185.386.513.png?c=1,description,,RHEEM 5.0 Ton 14.3 SEER2 Two Stage Heat Pump,UPDATED,
Rheem,2838,RA14AY18AJ1NA,RHEEM 1.5 Ton 14.3 SEER2 Single-Stage Air Conditioner,8130,https://cdn11.bigcommerce.com/s-8jovicf28z/products/2838/images/8130/1738174076.1280.1280__52250.1738174183.1280.1280__34234.1738179052.386.513.png?c=1,description,,RHEEM 1.5 Ton 14.3 SEER2 Single Stage Air Conditioner,UPDATED,
Rheem,2838,RA14AY18AJ1NA,RHEEM 1.5 Ton 14.3 SEER2 Single-Stage Air Conditioner,8131,https://cdn11.bigcommerce.com/s-8jovicf28z/products/2838/images/8131/1738174076.1280.1280__95910.1738174185.1280.1280__84822.1738179052.386.513.png?c=1,description,,RHEEM 1.5 Ton 14.3 SEER2 Single Stage Air Conditioner,UPDATED,
Rheem,2839,RA14AY24AJ1NA,RHEEM 2.0 Ton 14.3 SEER2 Single-Stage Air Conditioner,8132,https://cdn11.bigcommerce.com/s-8jovicf28z/products/2839/images/8132/1738179052.1280.1280__34022.1738179213.386.513.png?c=1,description,,RHEEM 2.0 Ton 14.3 SEER2 Single Stage Air Conditioner,UPDATED,
Rheem,2839,RA14AY24AJ1NA,RHEEM 2.0 Ton 14.3 SEER2 Single-Stage Air Conditioner,8133,https://cdn11.bigcommerce.com/s-8jovicf28z/products/2839/images/8133/1738179052.1280.1280__46200.1738179213.386.513.png?c=1,description,,RHEEM 2.0 Ton 14.3 SEER2 Single Stage Air Conditioner,UPDATED,
Rheem,2840,RA14AY30AJ1NA,RHEEM 2.5 Ton 14.3 SEER2 Single-Stage Air Conditioner,8134,https://cdn11.bigcommerce.com/s-8jovicf28z/products/2840/images/8134/1738179052.1280.1280__34022.1738179213.1280.1280__16585.1738179318.386.513.png?c=1,description,,RHEEM 2.5 Ton 14.3 SEER2 Single Stage Air Conditioner,UPDATED,
Rheem,2840,RA14AY30AJ1NA,RHEEM 2.5 Ton 14.3 SEER2 Single-Stage Air Conditioner,8135,https://cdn11.bigcommerce.com/s-8jovicf28z/products/2840/images/8135/1738179052.1280.1280__46200.1738179213.1280.1280__41917.1738179318.386.513.png?c=1,description,,RHEEM 2.5 Ton 14.3 SEER2 Single Stage Air Conditioner,UPDATED,
Rheem,2841,RA14AY36AJ1NA,RHEEM 3.0 Ton 14.3 SEER2 Single-Stage Air Conditioner,8136,https://cdn11.bigcommerce.com/s-8jovicf28z/products/2841/images/8136/1738179318.1280.1280__78698.1738179420.386.513.png?c=1,description,,RHEEM 3.0 Ton 14.3 SEER2 Single Stage Air Conditioner,UPDATED,
Rheem,2841,RA14AY36AJ1NA,RHEEM 3.0 Ton 14.3 SEER2 Single-Stage Air Conditioner,8137,https://cdn11.bigcommerce.com/s-8jovicf28z/products/2841/images/8137/1738179318.1280.1280__06147.1738179420.386.513.png?c=1,description,,RHEEM 3.0 Ton 14.3 SEER2 Single Stage Air Conditioner,UPDATED,
Rheem,2842,RA14AY42AJ1NA,RHEEM 3.5 Ton 14.3 SEER2 Single-Stage Air Conditioner,8138,https://cdn11.bigcommerce.com/s-8jovicf28z/products/2842/images/8138/1738179318.1280.1280__78698.1738179420.1280.1280__69969.1738179547.386.513.png?c=1,description,,RHEEM 3.5 Ton 14.3 SEER2 Single Stage Air Conditioner,UPDATED,
Rheem,2842,RA14AY42AJ1NA,RHEEM 3.5 Ton 14.3 SEER2 Single-Stage Air Conditioner,8139,https://cdn11.bigcommerce.com/s-8jovicf28z/products/2842/images/8139/1738179318.1280.1280__06147.1738179420.1280.1280__42975.1738179547.386.513.png?c=1,description,,RHEEM 3.5 Ton 14.3 SEER2 Single Stage Air Conditioner,UPDATED,
Rheem,2843,RA14AY48AJ1NA,RHEEM 4.0 Ton 14.3 SEER2 Single-Stage Air Conditioner,8140,https://cdn11.bigcommerce.com/s-8jovicf28z/products/2843/images/8140/1738179547.1280.1280__00560.1738179648.386.513.png?c=1,description,,RHEEM 4.0 Ton 14.3 SEER2 Single Stage Air Conditioner,UPDATED,
Rheem,2843,RA14AY48AJ1NA,RHEEM 4.0 Ton 14.3 SEER2 Single-Stage Air Conditioner,8141,https://cdn11.bigcommerce.com/s-8jovicf28z/products/2843/images/8141/1738179547.1280.1280__53530.1738179648.386.513.png?c=1,description,,RHEEM 4.0 Ton 14.3 SEER2 Single Stage Air Conditioner,UPDATED,
Rheem,2844,RA14AY60AJ1NA,RHEEM 5.0 Ton 14.3 SEER2 Single-Stage Air Conditioner,8142,https://cdn11.bigcommerce.com/s-8jovicf28z/products/2844/images/8142/1738179547.1280.1280__00560.1738179648.1280.1280__73203.1738179735.386.513.png?c=1,description,,RHEEM 5.0 Ton 14.3 SEER2 Single Stage Air Conditioner,UPDATED,
Rheem,2844,RA14AY60AJ1NA,RHEEM 5.0 Ton 14.3 SEER2 Single-Stage Air Conditioner,8143,https://cdn11.bigcommerce.com/s-8jovicf28z/products/2844/images/8143/1738179547.1280.1280__53530.1738179648.1280.1280__46059.1738179735.386.513.png?c=1,description,,RHEEM 5.0 Ton 14.3 SEER2 Single Stage Air Conditioner,UPDATED,
Rheem,2845,RH2TY2417STANNJ,RHEEM RH2TY2417STANNJ - 2.0 Ton Constant Torque Air Handler,8144,https://cdn11.bigcommerce.com/s-8jovicf28z/products/2845/images/8144/Untitled_-_2025-01-29T144706.242__22549.1738180228.386.513.png?c=1,description,,RHEEM RH2TY2417STANNJ 2.0 Ton Constant Torque Air Handler,UPDATED,
Rheem,2846,RH2TY3617STANNJ,RHEEM RH2TY3617STANNJ - 3.0 Ton Constant Torque Air Handler,8145,https://cdn11.bigcommerce.com/s-8jovicf28z/products/2846/images/8145/Untitled_-_2025-01-29T144706.242__22549.1738180228.1280.1280__63643.1738180525.386.513.png?c=1,description,,RHEEM RH2TY3617STANNJ 3.0 Ton Constant Torque Air Handler,UPDATED,
Rheem,2847,RH2TY4821STANNJ,RHEEM RH2TY4821STANNJ - 4.0 Ton Constant Torque Air Handler,8146,https://cdn11.bigcommerce.com/s-8jovicf28z/products/2847/images/8146/Untitled_-_2025-01-29T144706.242__22549.1738180228.1280.1280__63643.1738180525.1280.1280__92585.1738180666.386.513.png?c=1,description,,RHEEM RH2TY4821STANNJ 4.0 Ton Constant Torque Air Handler,UPDATED,
Rheem,2848,RH2TY6024STANNJ,RHEEM RH2TY6024STANNJ - 5.0 Ton Constant Torque Air Handler,8147,https://cdn11.bigcommerce.com/s-8jovicf28z/products/2848/images/8147/1738180666.1280.1280__51344.1738180759.386.513.png?c=1,description,,RHEEM RH2TY6024STANNJ 5.0 Ton Constant Torque Air Handler,UPDATED,
Rheem,2849,RCFY2414STAAMC,"RHEEM RCFY2414STAAMC - 2.0 Ton 14"" Cased Evaporator Coil",8148,https://cdn11.bigcommerce.com/s-8jovicf28z/products/2849/images/8148/Untitled_-_2025-01-29T155602.975__93284.1738184177.386.513.png?c=1,description,,"RHEEM RCFY2414STAAMC 2.0 Ton 14"" Cased Evaporator Coil",UPDATED,
Rheem,2850,RCFY2417STANMC,"RHEEM RCFY2417STANMC - 2.0 Ton 17.5"" Cased Evaporator Coil",8149,https://cdn11.bigcommerce.com/s-8jovicf28z/products/2850/images/8149/Untitled_-_2025-01-29T155602.975__93284.1738184177.1280.1280__94591.1738184270.386.513.png?c=1,description,,"RHEEM RCFY2417STANMC 2.0 Ton 17.5"" Cased Evaporator Coil",UPDATED,
