product_id,title,brand,price,gtin,mpn,campaign,impressions,clicks,cost,conversions,conv_value,roas,cpc,has_brand_in_title,matched_brand,in_merchant_center
s-chpta6030d3,Solace 5 Ton R-32 Horizontal Evaporator Coil - S-CHPTA6030D3,solace,,,,Products merchant campaign,148,1,10.44,0.0,0.0,0.0,10.44,True,solace,False
13822016156789659090,Goodman GR9S921004CN Up to 92%% AFUE Gas Furnace,goodman,,,,Products merchant campaign,342,2,10.18,0.0,0.0,0.0,5.09,True,goodman,False
"s-glxs5ba3610, s-awst36lu1310",SOLACE 3 Ton 15.2 SEER2 R-32 Air Conditioning System with Wall-Mounted Air Handler W/10KW Heat Kit,solace,,,,Products merchant campaign,337,1,10.1,0.0,0.0,0.0,10.1,True,solace,False
capta2422b3,"Goodman 2.0 Ton Evaporator Coil 17.5"" Upflow/Downflow R-32 - CAPTA2422B3",goodman,,,,Products merchant campaign,184,1,10.06,0.0,0.0,0.0,10.06,True,goodman,False
gpch33031,Goodman 2.5 Ton 13.4 SEER2 Packaged Air Conditioner - GPCH33031,goodman,,,,Products merchant campaign,1243,6,10.03,0.0,0.0,0.0,1.6716666666666666,True,goodman,False
ra15ay48aj1na,RHEEM RA15AY48AJ1NA - 4.0 Ton 15.2 SEER2 Single-Stage Air Conditioner,rheem,,,,Products merchant campaign,884,13,9.951641,0.0,0.0,0.0,0.7655108461538462,True,rheem,False
glzs4ma3010,Goodman 2.5 Ton Heat Pump 14.3 SEER2 7.8 HSPF2 Single-Stage R-32 - GLZS4MA3010,goodman,,,,Products merchant campaign,242,4,9.741837,0.0,0.0,0.0,2.43545925,True,goodman,False
15069386091597494198,"SOLACE 3 Ton 16.2 SEER2 R-32 80% AFUE 60,000 BTU Gas Furnace Air Conditioning System (Upflow Coil)",solace,,,,Products merchant campaign,312,1,9.66,0.0,0.0,0.0,9.66,True,solace,False
"s-glxs4ba3010,s-amst30bu13",SOLACE 2.5 Ton 14.3 SEER2 R-32 Air Conditioning System with Multi-Positional Air Handler,solace,,,,Products merchant campaign,552,7,9.63,0.0,0.0,0.0,1.375714285714286,True,solace,False
"rp14ay48aj2na, r801t1005a21uhsnas, rcfy4821stanmc","Rheem 4.0 Ton Dual Fuel System 14.3 SEER2 with 100,000 BTU 80% AFUE Furnace - R-454B",rheem,,,,Products merchant campaign,1031,13,9.62,0.0,0.0,0.0,0.74,True,rheem,False
s-hktsn05x1,Solace 5kW Electric Heat Kit - S-HKTSN05X1,solace,,,,Products merchant campaign,482,7,9.53,0.0,0.0,0.0,1.3614285714285714,True,solace,False
gzv6sa3010,Goodman 2.5 Ton R-32 Heat Pump Condenser - GZV6SA3010,goodman,,,,Products merchant campaign,139,3,9.495096,0.0,0.0,0.0,3.165032,True,goodman,False
"s-glxs4ba2410,s-amst24bu13",SOLACE 2 Ton 14.3 SEER2 R-32 Air Conditioning System with Multi-Positional Air Handler,solace,,,,Products merchant campaign,192,2,9.38,0.0,0.0,0.0,4.69,True,solace,False
gd9t960603bn,"Goodman 60,000 BTU Gas Furnace 96% AFUE Two-Stage Downflow - GD9T960603BN",goodman,,,,Products merchant campaign,647,4,9.378216,0.0,0.0,0.0,2.344554,True,goodman,False
"s-glzs4ba2410,s-amst24bu13",SOLACE 2 Ton 14.3 SEER2 R-32 Heat Pump System with Multi-Positional Air Handler,solace,,,,Products merchant campaign,1854,2,9.359363,0.0,0.0,0.0,4.6796815,True,solace,False
r962v0603a17m4scap,"RHEEM R962V0603A17M4SCAP - 60,000 BTU 96% AFUE Two-Stage Furnace",rheem,,,,Products merchant campaign,743,20,9.245083,0.0,0.0,0.0,0.46225415,True,rheem,False
6648360356724410702,GOODMAN 2 Ton 16.2 SEER2 R-32 96% AFUE Gas Furnace Air Conditioning System (Horizontal Coil),goodman,,,,Products merchant campaign,238,8,9.14,0.0,0.0,0.0,1.1425,True,goodman,False
"glzs5ba4210, amst42cu13",GOODMAN 3.5 Ton 15.2 SEER2 R-32 Heat Pump System with Multi-Positional Air Handler,goodman,,,,Products merchant campaign,750,7,9.1,0.0,0.0,0.0,1.3,True,goodman,False
"ra14ay42aj1na, rcfy4821stanmc",Rheem 3.5 Ton AC System 14.3 SEER2 - R-454B,rheem,,,,Products merchant campaign,427,3,8.98,0.0,0.0,0.0,2.9933333333333336,True,rheem,False
"glxs5ba6010, gr9s921005cna, capt6030c3",GOODMAN 5 Ton 15.2 SEER2 R-32 92% AFUE Gas Furnace Air Conditioning System (Upflow Coil),goodman,,,,Products merchant campaign,77,1,8.96,0.0,0.0,0.0,8.96,True,goodman,False
"ra14ay18aj1na, r801t0503a14uhsnas, rcfy2414staamc","Rheem 1.5 Ton AC System 14.3 SEER2 with 50,000 BTU 80% AFUE Furnace - R-454B",rheem,,,,Products merchant campaign,702,6,8.93,0.0,0.0,0.0,1.4883333333333333,True,rheem,False
rxq12asbu9,Daikin OTERRA 18 SEER2 12K BTU Heat Pump R-32,daikin,,,,Products merchant campaign,1406,6,8.904569,0.0,0.0,0.0,1.4840948333333335,True,daikin,False
"s-glzt7ca4810,s-amvt60dp1300",SOLACE 4 Ton 17.2 SEER2 R-32 Heat Pump System with Multi-Positional Air Handler,solace,,,,Products merchant campaign,350,2,8.9,0.0,0.0,0.0,4.45,True,solace,False
r801t0754a17uhsnas,"RHEEM R801T0754A17UHSNAS - 75,000 BTU 80% AFUE Single Stage Furnace",rheem,,,,Products merchant campaign,2888,23,8.742417,0.0,0.0,0.0,0.38010508695652173,True,rheem,False
r802v0755a21uhscap,"RHEEM R802V0755A21UHSCAP - 75,000 BTU 80% AFUE Two-Stage Furnace",rheem,,,,Products merchant campaign,631,9,8.62,0.0,3.9869732,0.46252589327146176,0.9577777777777777,True,rheem,False
"glxs5ba3010, awst30su1310",GOODMAN 2.5 Ton 15.2 SEER2 R-32 Air Conditioning System with Wall-Hung Air Handler AND 10kw Heat Kit,goodman,,,,Products merchant campaign,437,5,8.62,0.0,0.0,0.0,1.7239999999999998,True,goodman,False
"gzv7sa3610, ahve42cp1300, gtst-cw-wh-a",GOODMAN 3 Ton 17.5 SEER2 R-32 Heat Pump System with Multi-Positional Air Handler,goodman,,,,Products merchant campaign,727,2,8.609258,0.0,0.0,0.0,4.304629,True,goodman,False
"rp14ay42aj2na, r921t0855a21m4snas, rcfy4821stanmc","Rheem 3.5 Ton Heat Pump System 14.3 SEER2 with 85,000 BTU 92% AFUE Furnace - R-454B",rheem,,,,Products merchant campaign,892,8,8.55,0.0,0.0,0.0,1.06875,True,rheem,False
"gxv6ss4210, ahve42cp1300, hktsn10x1, gtst-cw-wh-a",GOODMAN 3.5 Ton 16.2 SEER2 R-32 Air Conditioning System with Multi-Positional Air Handler,goodman,,,,Products merchant campaign,919,15,8.54,0.0,0.0,0.0,0.5693333333333332,True,goodman,False
grvt960403bn,Goodman 96% AFUE Gas Furnace - GRVT960403BN,goodman,,,,Products merchant campaign,437,3,8.38,0.0,0.0,0.0,2.7933333333333334,True,goodman,False
"glxs4ba4810, gr9s800804cna, chpta4830c3","Goodman 4 Ton AC System 14.3 SEER2 with 80,000 BTU 80% AFUE Furnace - R-32",goodman,,,,Products merchant campaign,469,4,8.12,0.0,0.0,0.0,2.03,True,goodman,False
"glxs5ba3610, gr9s800604bna, capta3626b3",GOODMAN 3 Ton 15.2 SEER2 R-32 80% AFUE AC System (Upflow Coil),goodman,,,,Products merchant campaign,316,6,8.083756,0.0,0.0,0.0,1.3472926666666665,True,goodman,False
ftxv15avju9,Daikin Hi-Wall Style Series 15K BTU Hi-Wall Fan Coil Multi Zone R-32,daikin,,,,Products merchant campaign,1560,9,8.05,0.0,0.0,0.0,0.8944444444444445,True,daikin,False
"s-glzs5ba3010,s-gr9s800603ana,s-capta3022a3",SOLACE 2.5 Ton 15.2 SEER2 R-32 80% AFUE Dual Fuel System (Upflow Coil),solace,,,,Products merchant campaign,6123,3,8.029202,0.0,0.0,0.0,2.6764006666666664,True,solace,False
"s-glxs4ba3610,s-gr9s920603bna,s-capta3626b3",SOLACE 3 Ton 14.3 SEER2 R-32 92% AFUE Gas Furnace Air Conditioning System (Upflow Coil),solace,,,,Products merchant campaign,460,2,8.02,0.0,0.0,0.0,4.01,True,solace,False
1290705136490007875,GOODMAN 2.5 Ton 15.2 SEER2 R-32 Air Conditioning System with Wall-Hung Air Handler AND 10kw Heat Kit,goodman,,,,Products merchant campaign,36,2,8.01,0.0,0.0,0.0,4.005,True,goodman,False
s-awst24su1308a,Solace 2 Ton R-32 Wall-Mount Air Handler - S-AWST24SU1308A,solace,,,,Products merchant campaign,674,8,7.91,0.0,0.0,0.0,0.98875,True,solace,False
"ra15ay24aj1na, r801t0503a14uhsnas, rcfy2414staamc","Rheem 2.0 Ton AC System 15.2 SEER2 with 50,000 BTU 80% AFUE Furnace - R-454B",rheem,,,,Products merchant campaign,252,3,7.83,0.0,0.0,0.0,2.61,True,rheem,False
grvt961005dn,Goodman 96% AFUE Gas Furnace - GRVT961005DN,goodman,,,,Products merchant campaign,694,3,7.79,0.0,0.0,0.0,2.5966666666666667,True,goodman,False
awst24su1310a,Goodman AWST24SU1310A Wall-Mount Air Handler,goodman,,,,Products merchant campaign,487,6,7.68,0.0,0.0,0.0,1.28,True,goodman,False
"rp15ay60aj2na, r801t1255a24uhsnas, rcfy6024stanmc",Rheem 5.0 Ton Dual Fuel System - 15.2 SEER2 Heat Pump & 80% AFUE Furnace,rheem,,,,Products merchant campaign,648,11,7.64,0.0,0.0,0.0,0.6945454545454545,True,rheem,False
gphh54831,Goodman 4 Ton 15.2 SEER2 Packaged Heat Pump - GPHH54831,goodman,,,,Products merchant campaign,584,3,7.64,0.0,0.0,0.0,2.5466666666666664,True,goodman,False
ra14ay60aj1na,RHEEM 5.0 Ton 14.3 SEER2 Single-Stage Air Conditioner,rheem,,,,Products merchant campaign,828,9,7.6351,0.0,0.0,0.0,0.8483444444444445,True,rheem,False
gr9s920805cn,Goodman GR9S920805CN 92% AFUE Gas Furnace,goodman,,,,Products merchant campaign,693,4,7.615082,0.0,0.0,0.0,1.9037705,True,goodman,False
"s-glxs5ba3610,s-gr9s800604bna,s-capta3626b3",SOLACE 3 Ton 15.2 SEER2 R-32 80% AFUE Gas Furnace Air Conditioning System (Upflow Coil),solace,,,,Products merchant campaign,427,1,7.584287,0.0,0.0,0.0,7.584287,True,solace,False
"rp14ay60aj2na, r921t1155a24m4snas, rcfy6024stanmc",Rheem 5.0 Ton Dual Fuel System - 14.3 SEER2 Heat Pump & 92% AFUE Furnace - R-454B,rheem,,,,Products merchant campaign,2716,12,7.51,0.0,0.0,0.0,0.6258333333333334,True,rheem,False
gpch34831,Goodman 4 Ton 13.4 SEER2 Packaged Air Conditioner - GPCH34831,goodman,,,,Products merchant campaign,1329,8,7.51,0.0,0.0,0.0,0.93875,True,goodman,False
"rxc18axvju, ftxc18axvju",Daikin ENTRA 18 SEER2 18K BTU Heat Pump and 18K BTU Hi-Wall Fan Coil,daikin,,,,Products merchant campaign,2448,5,7.456142,0.0,0.0,0.0,1.4912284,True,daikin,False
10498187268760908127,GOODMAN 2 Ton Variable Capacity 17.5 SEER2 R-32 96% AFUE Dual Fuel System with ComfortNet Smart Thermostat (Horizontal Coil),goodman,,,,Products merchant campaign,119,4,7.34,0.0,0.0,0.0,1.835,True,goodman,False
"rxq12asbu9, ftxq12asbu9",Daikin OTERRA 18 SEER2 12K BTU Heat Pump R-32 and 12K BTU Hi-Wall Fan Coil R-32,daikin,,,,Products merchant campaign,788,2,7.282433,0.0,0.0,0.0,3.6412165,True,daikin,False
"rp15ay42aj2na, r801t0754a21uhsnas, rcfy4821stanmc",Rheem 3.5 Ton Dual Fuel System - 15.0 SEER2 Heat Pump & 80% AFUE Furnace,rheem,,,,Products merchant campaign,595,7,7.26,0.0,0.0,0.0,1.0371428571428571,True,rheem,False
"s-glxs5ba4210,s-gr9s800804cna,s-capta4230c3",SOLACE 3.5 Ton 15.2 SEER2 R-32 80% AFUE Gas Furnace Air Conditioning System (Upflow Coil),solace,,,,Products merchant campaign,133,3,7.21,0.0,0.0,0.0,2.4033333333333333,True,solace,False
s-gphh33631,Solace 2 Ton 13.4 SEER2 Packaged Heat Pump - S-GPHH33631,solace,,,,Products merchant campaign,67,2,7.19,0.0,0.0,0.0,3.595,True,solace,False
s-glxt7ca4810,Solace 4 Ton 17.2 SEER2 R-32 Air Conditioner - S-GLXT7CA4810,solace,,,,Products merchant campaign,212,3,7.12,0.0,0.0,0.0,2.3733333333333335,True,solace,False
4mxm36avju9,Daikin MXM 36K BTU 4-Zone Heat Pump R-32,daikin,,,,Products merchant campaign,1264,7,7.11,0.0,0.0,0.0,1.0157142857142858,True,daikin,False
gphh56031,Goodman 5 Ton 15.2 SEER2 Packaged Heat Pump - GPHH56031,goodman,,,,Products merchant campaign,1060,6,7.1,0.0,0.0,0.0,1.1833333333333333,True,goodman,False
s-gphm33631,Solace 3 Ton 13.4 SEER2 Packaged Heat Pump - S-GPHM33631,solace,,,,Products merchant campaign,339,1,7.09,0.0,0.0,0.0,7.09,True,solace,False
"rp15ay24aj2na, rh2ty2417stannj, wrx05021",Rheem R-454B 2.0 Ton 15.2 SEER2 Complete Heat Pump System 5kW,rheem,,,,Products merchant campaign,604,9,7.06,0.0,0.0,0.0,0.7844444444444444,True,rheem,False
"s-glzs5ba4210,s-gr9s920804cna,s-capta4230c3",SOLACE 3.5 Ton 15.2 SEER2 R-32 92% AFUE Dual Fuel System (Upflow Coil),solace,,,,Products merchant campaign,10559,8,7.010423,0.0,0.0,0.0,0.876302875,True,solace,False
"s-gzv6sa4210,s-ahve42cp1300,s-gtst-cw-wh-a",SOLACE 3.5 Ton 16.2 SEER2 R-32 Heat Pump System with Multi-Positional Air Handler,solace,,,,Products merchant campaign,891,2,6.96,0.0,0.0,0.0,3.48,True,solace,False
"ra15ay36aj1na, rh2ty3617stannj, wrx10021",Rheem 3.0 Ton AC System 15.2 SEER2 with Air Handler & 10kW Heat Kit - R-454B,rheem,,,,Products merchant campaign,1023,7,6.930625,0.0,0.0,0.0,0.9900892857142857,True,rheem,False
11027866484068299119,GOODMAN 2 Ton 13.4 SEER2 R-32 Air Conditioning System with Multi-Position Air Handler,goodman,,,,Products merchant campaign,233,2,6.91,0.0,0.0,0.0,3.455,True,goodman,False
"s-glxs5ba2410,s-gr9s800403ana,s-chpta2426b3",SOLACE 2 Ton 15.2 SEER2 R-32 80% AFUE Gas Furnace Air Conditioning System (Horizontal Coil),solace,,,,Products merchant campaign,861,2,6.908873,0.0,0.0,0.0,3.4544365,True,solace,False
5752051016879231262,GOODMAN 3.5 Ton 16.2 SEER2 R-32 Heat Pump System with Multi-Positional Air Handler,goodman,,,,Products merchant campaign,796,11,6.799756,0.0,0.0,0.0,0.6181596363636364,True,goodman,False
"s-glxs4ba1810,s-gr9s800403ana,s-chpta2426b3",SOLACE 1.5 Ton 14.3 SEER2 R-32 80% AFUE Gas Furnace Air Conditioning System (Horizontal Coil),solace,,,,Products merchant campaign,7866,3,6.797502,0.0,0.0,0.0,2.265834,True,solace,False
"s-glxs4ba3610,s-amst36bu13",SOLACE 3 Ton 14.3 SEER2 R-32 Air Conditioning System with Multi-Positional Air Handler,solace,,,,Products merchant campaign,541,8,6.69,0.0,0.0,0.0,0.83625,True,solace,False
gphh53031,Goodman 2.5 Ton 15.2 SEER2 Packaged Heat Pump - GPHH53031,goodman,,,,Products merchant campaign,1705,6,6.67,0.0,0.0,0.0,1.1116666666666666,True,goodman,False
"ra14ay42aj1na, r801t0754a21uhsnas, rcfy4821stanmc","Rheem 3.5 Ton AC System 14.3 SEER2 with 75,000 BTU 80% AFUE Furnace - R-454B",rheem,,,,Products merchant campaign,506,4,6.62,0.0,0.0,0.0,1.655,True,rheem,False
"glxs3bn1810, amst24bu13",GOODMAN 1.5 Ton 13.4 SEER2 R-32 Air Conditioning System with Multi-Position Air Handler,goodman,,,,Products merchant campaign,1188,3,6.574176,0.0,0.0,0.0,2.191392,True,goodman,False
s-gphm32431,Solace 2 Ton 13.4 SEER2 Packaged Heat Pump - S-GPHM32431,solace,,,,Products merchant campaign,204,3,6.52,0.0,0.0,0.0,2.1733333333333333,True,solace,False
capta2422a3,Goodman CAPTA2422A3 1½ - 2 Ton R-32 Evaporator Coil,goodman,,,,Products merchant campaign,259,4,6.501515,0.0,0.0,0.0,1.62537875,True,goodman,False
grvt960603bn,Goodman 96% AFUE Gas Furnace - GRVT960603BN,goodman,,,,Products merchant campaign,495,7,6.45,0.0,0.0,0.0,0.9214285714285715,True,goodman,False
3173334862244358918,GOODMAN 2 Ton 13.4 SEER2 R-32 92% AFUE Gas Furnace Air Conditioning System (Upflow Coil),goodman,,,,Products merchant campaign,277,2,6.43,0.0,0.0,0.0,3.215,True,goodman,False
s-gr9s800604bna,Solace 80% AFUE Gas Furnace - S-GR9S800604BNA,solace,,,,Products merchant campaign,2506,3,6.396012,0.0,0.0,0.0,2.132004,True,solace,False
"ra14ay42aj1na, r921t0855a21m4snas, rcfy4821stanmc","Rheem 3.5 Ton AC System 14.3 SEER2 with 85,000 BTU 92% AFUE Furnace - R-454B",rheem,,,,Products merchant campaign,904,9,6.33,0.0,0.0,0.0,0.7033333333333334,True,rheem,False
"gxv6ss6010, ahve60dp1300, hktsn10x1, gtst-cw-wh-a",GOODMAN 5 Ton 16.2 SEER2 R-32 Air Conditioning System with Multi-Positional Air Handler,goodman,,,,Products merchant campaign,816,8,6.31,0.0,0.0,0.0,0.78875,True,goodman,False
"s-glzs5ba3610,s-amst36cu13",SOLACE 3 Ton 15.2 SEER2 R-32 Heat Pump System with Multi-Positional Air Handler,solace,,,,Products merchant campaign,401,2,6.23,0.0,0.0,0.0,3.115,True,solace,False
s-gzv7sa3610,Solace 3 Ton 17.5 SEER2 R-32 Heat Pump - S-GZV7SA3610,solace,,,,Products merchant campaign,275,3,6.22,0.0,0.0,0.0,2.0733333333333333,True,solace,False
"glzs5ba4210, gr9s920804cna, capta4230c3",GOODMAN 3.5 Ton 15.2 SEER2 R-32 92% AFUE Dual Fuel System (Upflow / Vertical Coil),goodman,,,,Products merchant campaign,25,1,6.22,0.0,0.0,0.0,6.22,True,goodman,False
gr9t800803bn,"Goodman 80,000 BTU Gas Furnace 80% AFUE Two-Stage - GR9T800803BN",goodman,,,,Products merchant campaign,732,3,6.216976,0.0,0.0,0.0,2.072325333333333,True,goodman,False
"rp15ay24aj2na, r801t0503a14uhsnas, rcfy2414staamc",Rheem 2.0 Ton Dual Fuel System - 15.2 SEER2 Heat Pump & 80% AFUE Furnace,rheem,,,,Products merchant campaign,2528,9,6.211456,0.0,0.0,0.0,0.6901617777777778,True,rheem,False
amst30bu13,Goodman AMST30BU13 2.5 Ton R-32 Multi-Position Air Handler,goodman,,,,Products merchant campaign,991,1,6.20596,0.0,0.0,0.0,6.20596,True,goodman,False
"glzs4ba4810, gr9s800804cna, chpta4830c3",GOODMAN 4 Ton 14.3 SEER2 R-32 80% AFUE Dual Fuel Heat Pump System (Horizontal Coil),goodman,,,,Products merchant campaign,241,1,6.2,0.0,0.0,0.0,6.2,True,goodman,False
rp15ay18aj2na,RHEEM 1.5 Ton 15.2 SEER2 Two-Stage Heat Pump,rheem,,,,Products merchant campaign,434,5,6.18,0.0,0.0,0.0,1.236,True,rheem,False
"ra15ay18aj1na, r921t0403a17m4snas, rcfy2417stanmc",Rheem 1.5 Ton 14.3 SEER2 AC & 92% AFUE Gas Furnace System,rheem,,,,Products merchant campaign,320,6,6.15,0.0,0.0,0.0,1.0250000000000001,True,rheem,False
7463410390702224955,GOODMAN 3 Ton 13.4 SEER2 R-32 Air Conditioning System with Multi-Position Air Handler,goodman,,,,Products merchant campaign,261,4,6.11,0.0,0.0,0.0,1.5275,True,goodman,False
glzs4ba4810,Goodman GLZS4BA4810 4 Ton R-32 Heat Pump,goodman,,,,Products merchant campaign,218,2,6.09,0.0,0.0,0.0,3.045,True,goodman,False
gzv7sa4210,GOODMAN GZV7SA4210 - 3.5 Ton 17.5 SEER2 Variable-Speed Heat Pump,goodman,,,,Products merchant campaign,1209,8,6.07,0.0,0.0,0.0,0.75875,True,goodman,False
"rp15ay36aj2na, rh2ty3617stannj, wrx10021",Rheem R-454B 3.0 Ton 15.2 SEER2 Complete Heat Pump System 10kW,rheem,,,,Products merchant campaign,307,7,6.06,0.0,0.0,0.0,0.8657142857142857,True,rheem,False
"glxs4ba6010, gr9s801005cna, chpt6030d3","Goodman 5 Ton AC System 14.3 SEER2 with 100,000 BTU 80% AFUE Furnace - R-32",goodman,,,,Products merchant campaign,1090,3,6.02,0.0,0.0,0.0,2.0066666666666664,True,goodman,False
s-gxv6ss3610,Solace 3 Ton 16.2 SEER2 R-32 Air Conditioner - S-GXV6SS3610,solace,,,,Products merchant campaign,408,2,5.97,0.0,0.0,0.0,2.985,True,solace,False
"rxc24axvju, ftxc24axvju",Daikin ENTRA 18 SEER2 24K BTU Heat Pump and 24K BTU Hi-Wall Fan Coil,daikin,,,,Products merchant campaign,507,6,5.93,0.0,0.0,0.0,0.9883333333333333,True,daikin,False
"rp15ay24aj2na, rh2vy2417stacnj, wrx05021",Rheem R-454B 2.0 Ton 16 SEER2 Complete Heat Pump System 5kW,rheem,,,,Products merchant campaign,773,4,5.91,0.0,0.0,0.0,1.4775,True,rheem,False
"rp15ay30aj2na, r921t0603a17m4snas, rcfy3617stanmc",Rheem 2.5 Ton Dual Fuel System - 15.2 SEER2 Heat Pump & 92% AFUE Furnace - R-454B,rheem,,,,Products merchant campaign,1324,7,5.88,0.0,0.0,0.0,0.84,True,rheem,False
"rp15ay60aj2na, r921t1155a24m4snas, rcfy6024stanmc",Rheem 5.0 Ton Dual Fuel System - 15.2 SEER2 Heat Pump & 92% AFUE Furnace - R-454B,rheem,,,,Products merchant campaign,1126,14,5.86,0.0,0.0,0.0,0.4185714285714286,True,rheem,False
awst36lu1305a,Goodman AWST36LU1305A Wall-Mount Air Handler,goodman,,,,Products merchant campaign,403,6,5.86,0.0,0.0,0.0,0.9766666666666667,True,goodman,False
gphm36031,Goodman 5 Ton 13.4 SEER2 Packaged Heat Pump - GPHM36031,goodman,,,,Products merchant campaign,294,3,5.86,0.0,0.0,0.0,1.9533333333333334,True,goodman,False
"s-glzs5ba4810,s-gr9s920804cna,s-capt6030c3",SOLACE 4 Ton 15.2 SEER2 R-32 92% AFUE Dual Fuel System (Upflow Coil),solace,,,,Products merchant campaign,4035,7,5.847749,0.0,0.0,0.0,0.8353927142857144,True,solace,False
"s-glxs5ba6010,s-amst60du13",SOLACE 5 Ton 15.2 SEER2 R-32 Air Conditioning System with Multi-Positional Air Handler,solace,,,,Products merchant campaign,1903,2,5.805014,0.0,0.0,0.0,2.902507,True,solace,False
rhretst800sys,Rheem EcoNet 800 Smart Thermostat RHRETST800SYS,rheem,,,,Products merchant campaign,4216,65,5.711391,0.0,0.0,0.0,0.08786755384615384,True,rheem,False
gd9s960804cn,"Goodman 80,000 BTU Gas Furnace 96% AFUE Single-Stage Downflow - GD9S960804CN",goodman,,,,Products merchant campaign,483,2,5.62,0.0,0.0,0.0,2.81,True,goodman,False
14598405106013751041,GOODMAN 4 Ton Variable Capacity 17.5 SEER2 R-32 80% AFUE Dual Fuel System with ComfortNet Smart Thermostat (Upflow Coil),goodman,,,,Products merchant campaign,254,5,5.55,0.0,0.0,0.0,1.1099999999999999,True,goodman,False
"s-glzs5ba3610,s-gr9s800604bna,s-chpta3630b3",SOLACE 3 Ton 15.2 SEER2 R-32 80% AFUE Dual Fuel System (Horizontal Coil),solace,,,,Products merchant campaign,7168,6,5.533021,0.0,0.0,0.0,0.9221701666666666,True,solace,False
chpta6030d3,Goodman CHPTA6030D3 4 - 5 Ton R-32 Evaporator Coil,goodman,,,,Products merchant campaign,236,3,5.5,0.0,0.0,0.0,1.8333333333333333,True,goodman,False
"rp15ay24aj2na, r921t0403a17m4snas, rcfy2417stanmc",Rheem 2.0 Ton Dual Fuel System - 15.2 SEER2 Heat Pump & 92% AFUE Furnace - R-454B,rheem,,,,Products merchant campaign,1336,6,5.49,0.0,0.0,0.0,0.915,True,rheem,False
s-gzv6sa4210,Solace 3.5 Ton 16.2 SEER2 R-32 Heat Pump - S-GZV6SA4210,solace,,,,Products merchant campaign,553,3,5.47,0.0,0.0,0.0,1.8233333333333333,True,solace,False
"s-glxs4ba6010,s-gr9s921005cna,s-capta6030c3",SOLACE 5 Ton 14.3 SEER2 R-32 92% AFUE Gas Furnace Air Conditioning System (Upflow Coil),solace,,,,Products merchant campaign,148,1,5.47,0.0,0.0,0.0,5.47,True,solace,False
"rp15ay48aj2na, r921t1005a21m4snas, rcfy4821stanmc",Rheem 4.0 Ton Dual Fuel System - 15.2 SEER2 Heat Pump & 92% AFUE Furnace - R-454B,rheem,,,,Products merchant campaign,1279,12,5.44,0.0,0.0,0.0,0.45333333333333337,True,rheem,False
ra15ay30aj1na,RHEEM RA15AY30AJ1NA - 2.5 Ton 15.2 SEER2 Single-Stage Air Conditioner,rheem,,,,Products merchant campaign,958,6,5.421848,0.0,0.0,0.0,0.9036413333333333,True,rheem,False
"glzs4ba6010, gr9s921005cna, capt6030c3","Goodman 5 Ton Heat Pump System 14.3 SEER2 with 100,000 BTU 92% AFUE Furnace - R-32",goodman,,,,Products merchant campaign,219,3,5.42,0.0,0.0,0.0,1.8066666666666666,True,goodman,False
"glxs3bn3610, gr9s920603bna, chpta3630b3",GOODMAN 3 Ton 13.4 SEER2 R-32 92% AFUE Gas Furnace Air Conditioning System (Horizontal Coil),goodman,,,,Products merchant campaign,44,3,5.41,0.0,0.0,0.0,1.8033333333333335,True,goodman,False
rh2vy2417stacnj,RHEEM RH2VY2417STACNJ - 2.0 Ton Variable Speed Air Handler,rheem,,,,Products merchant campaign,530,8,5.35,0.0,0.0,0.0,0.66875,True,rheem,False
s-chpea3626b3,Solace 3 Ton R-32 Horizontal Evaporator Coil - S-CHPEA3626B3,solace,,,,Products merchant campaign,146,2,5.34,0.0,0.0,0.0,2.67,True,solace,False
glxs4ma3010,Goodman 2.5 Ton Air Conditioner 14.3 SEER2 Single-Stage R-32 - GLXS4MA3010,goodman,,,,Products merchant campaign,986,5,5.3,0.0,0.0,0.0,1.06,True,goodman,False
ra15ay36aj1na,RHEEM RA15AY36AJ1NA - 3.0 Ton 15.2 SEER2 Single-Stage Air Conditioner,rheem,,,,Products merchant campaign,1833,10,5.274246,0.0,0.0,0.0,0.5274246,True,rheem,False
"s-glxs4ba3610,s-awst36lu1308a",SOLACE 3 Ton 14.3 SEER2 R-32 Air Conditioning System with Wall-Mounted Air Handler,solace,,,,Products merchant campaign,612,3,5.25,0.0,0.0,0.0,1.75,True,solace,False
"rp14ay18aj1na, rh2ty2417stannj, wrx05021",Rheem R-454B 1.5 Ton 14.3 SEER2 Complete Heat Pump System 5kW,rheem,,,,Products merchant campaign,176,2,5.23,0.0,0.0,0.0,2.615,True,rheem,False
ftxq09asbu9,Daikin OTERRA Series 9K BTU Hi-Wall Fan Coil R-32,daikin,,,,Products merchant campaign,921,5,5.22,0.0,0.0,0.0,1.044,True,daikin,False
ra15ay24aj1na,RHEEM RA15AY24AJ1NA - 2.0 Ton 15.2 SEER2 Single-Stage Air Conditioner,rheem,,,,Products merchant campaign,302,8,5.200879,0.0,0.0,0.0,0.650109875,True,rheem,False
s-grvt960804cn,"Solace 80,000 BTU 96% AFUE Gas Furnace - S-GRVT960804CN",solace,,,,Products merchant campaign,457,3,5.17,0.0,0.0,0.0,1.7233333333333334,True,solace,False
2mxm18avju9,Daikin MXM 18K BTU 2-Zone Heat Pump R-32,daikin,,,,Products merchant campaign,454,2,5.16,0.0,0.0,0.0,2.58,True,daikin,False
