offer_id,current_title,new_title,brand
"RA14AY30AJ1NA, R921T0603A17M4SNAS, RCFY3617STANMC","Rheem 2.5 Ton AC System 14.3 SEER2 with 60,000 BTU 92% AFUE Furnace - R-454B","2.5 Ton AC System 14.3 SEER2 with 60,000 BTU 92% AFUE Furnace - R-454B - Rheem",rheem
S-GZV7SA2410,Solace 2 Ton 17.5 SEER2 R-32 Heat Pump - S-GZV7SA2410,2 Ton 17.5 SEER2 R-32 Heat Pump - S-GZV7SA2410 - Solace,solace
R802V0754A17UHSCAP,"RHEEM R802V0754A17UHSCAP - 75,000 BTU 80% AFUE Two-Stage Furnace","R802V0754A17UHSCAP - 75,000 BTU 80% AFUE Two-Stage Furnace - Rheem",rheem
"RA14AY18AJ1NA, R801T0503A14UHSNAS, RCFY2414STAAMC","Rheem 1.5 Ton AC System 14.3 SEER2 with 50,000 BTU 80% AFUE Furnace - R-454B","1.5 Ton AC System 14.3 SEER2 with 50,000 BTU 80% AFUE Furnace - R-454B - Rheem",rheem
S-HKTSN05X1,Solace 5kW Electric Heat Kit - S-HKTSN05X1,5kW Electric Heat Kit - S-HKTSN05X1 - Solace,solace
"GLXS3BN1810, GR9S920403ANA, CAPTA2422A3",GOODMAN 1.5 Ton 13.4 SEER2 R-32 92% AFUE Gas Furnace Air Conditioning System (Upflow Coil),1.5 Ton 13.4 SEER2 R-32 92% AFUE Gas Furnace Air Conditioning System (Upflow Coil) - Goodman,goodman
GPGM34806031,Goodman 4 Ton 13.4 SEER2 Packaged Gas/Electric - GPGM34806031,4 Ton 13.4 SEER2 Packaged Gas/Electric - GPGM34806031 - Goodman,goodman
"RP14AY42AJ2NA, R921T0855A21M4SNAS, RCFY4821STANMC","Rheem 3.5 Ton Heat Pump System 14.3 SEER2 with 85,000 BTU 92% AFUE Furnace - R-454B","3.5 Ton Heat Pump System 14.3 SEER2 with 85,000 BTU 92% AFUE Furnace - R-454B - Rheem",rheem
GLXS5BA3010,GOODMAN 2.5 Ton 15.2 SEER2 R-32 Air Conditioner — GLXS5BA3010,2.5 Ton 15.2 SEER2 R-32 Air Conditioner — GLXS5BA3010 - Goodman,goodman
2MXM18AVJU9,Daikin MXM 18K BTU 2-Zone Heat Pump R-32,MXM 18K BTU 2-Zone Heat Pump R-32 - Daikin,daikin
"S-GLZS5BA6010,S-GR9S921005CNA,S-CAPT6030C3",SOLACE 5 Ton 15.2 SEER2 R-32 92% AFUE Dual Fuel System (Upflow Coil),5 Ton 15.2 SEER2 R-32 92% AFUE Dual Fuel System (Upflow Coil) - Solace,solace
R801T0754A17UHSNAS,"RHEEM R801T0754A17UHSNAS - 75,000 BTU 80% AFUE Single Stage Furnace","R801T0754A17UHSNAS - 75,000 BTU 80% AFUE Single Stage Furnace - Rheem",rheem
"GLZS4BA2410, GR9S800403ANA, CAPTA2422A3",GOODMAN 2 Ton 14.3 SEER2 R-32 80% AFUE Dual Fuel Heat Pump System (Upflow Coil),2 Ton 14.3 SEER2 R-32 80% AFUE Dual Fuel Heat Pump System (Upflow Coil) - Goodman,goodman
S-GXV6SS4810,Solace 4 Ton 16.2 SEER2 R-32 Air Conditioner - S-GXV6SS4810,4 Ton 16.2 SEER2 R-32 Air Conditioner - S-GXV6SS4810 - Solace,solace
RA14AY30AJ1NA,RHEEM 2.5 Ton 14.3 SEER2 Single-Stage Air Conditioner,2.5 Ton 14.3 SEER2 Single-Stage Air Conditioner - Rheem,rheem
"GLXT7CA3610, CHPTA3630B3, GRVT960803BN",GOODMAN 3 Ton 17.2 SEER2 R-32 96.1% AFUE Gas Furnace Air Conditioning System (Horizontal Coil),3 Ton 17.2 SEER2 R-32 96.1% AFUE Gas Furnace Air Conditioning System (Horizontal Coil) - Goodman,goodman
RP14AY18AJ1NA,RHEEM 1.5 Ton 14.3 SEER2 Single-Stage Heat Pump,1.5 Ton 14.3 SEER2 Single-Stage Heat Pump - Rheem,rheem
"S-GLXS5BA4810,S-AMST48CU13",SOLACE 4 Ton 15.2 SEER2 R-32 Air Conditioning System with Multi-Positional Air Handler,4 Ton 15.2 SEER2 R-32 Air Conditioning System with Multi-Positional Air Handler - Solace,solace
GPHH32431,Goodman 2 Ton 13.4 SEER2 Packaged Heat Pump - GPHH32431,2 Ton 13.4 SEER2 Packaged Heat Pump - GPHH32431 - Goodman,goodman
16426221291687991998,"SOLACE 5 Ton 17.5 SEER2 R-32 80% AFUE 80,000 BTU Dual Fuel System (Upflow Coil)","5 Ton 17.5 SEER2 R-32 80% AFUE 80,000 BTU Dual Fuel System (Upflow Coil) - Solace",solace
"GLZS4BA3610, GR9S920603BNA, CHPTA3630B3","Goodman 3 Ton Horizontal Dual Fuel 92% Gas System 14.3 SEER2 17"" Wide R-32","3 Ton Horizontal Dual Fuel 92% Gas System 14.3 SEER2 17"" Wide R-32 - Goodman",goodman
S-GRVT800603BN,"Solace 60,000 BTU 80% AFUE Gas Furnace - S-GRVT800603BN","60,000 BTU 80% AFUE Gas Furnace - S-GRVT800603BN - Solace",solace
"S-GLZS5BA3010,S-AMST30BU13",SOLACE 2.5 Ton 15.2 SEER2 R-32 Heat Pump System with Multi-Positional Air Handler,2.5 Ton 15.2 SEER2 R-32 Heat Pump System with Multi-Positional Air Handler - Solace,solace
GR9S960603BNA,"Goodman 60,000 BTU Gas Furnace 96% AFUE Single-Stage - GR9S960603BNA","60,000 BTU Gas Furnace 96% AFUE Single-Stage - GR9S960603BNA - Goodman",goodman
"S-GLZT7CA3610,S-AMVT36BP1300",SOLACE 3 Ton 17.2 SEER2 R-32 Heat Pump System with Multi-Positional Air Handler,3 Ton 17.2 SEER2 R-32 Heat Pump System with Multi-Positional Air Handler - Solace,solace
"S-GLXS4BA1810,S-GR9S920403ANA,S-CHPTA2426B3",SOLACE 1.5 Ton 14.3 SEER2 R-32 92% AFUE Gas Furnace Air Conditioning System (Horizontal Coil),1.5 Ton 14.3 SEER2 R-32 92% AFUE Gas Furnace Air Conditioning System (Horizontal Coil) - Solace,solace
GPGM53608031,Goodman 3 Ton 15.2 SEER2 Packaged Gas/Electric - GPGM53608031,3 Ton 15.2 SEER2 Packaged Gas/Electric - GPGM53608031 - Goodman,goodman
"RP14AY18AJ1NA, R921T0403A17M4SNAS, RCFY2417STANMC","Rheem 1.5 Ton Heat Pump System 14.3 SEER2 with 40,000 BTU 92% AFUE Furnace - R-454B","1.5 Ton Heat Pump System 14.3 SEER2 with 40,000 BTU 92% AFUE Furnace - R-454B - Rheem",rheem
"GLZS5BA2410, GR9S920403ANA, CAPTA2422A3",GOODMAN 2 Ton 15.2 SEER2 R-32 92% AFUE Dual Fuel System (Upflow / Vertical Coil),2 Ton 15.2 SEER2 R-32 92% AFUE Dual Fuel System (Upflow / Vertical Coil) - Goodman,goodman
GLZS5BA3010,GOODMAN 2.5 Ton 15.2 SEER2 R-32 Heat Pump — GLZS5BA3010,2.5 Ton 15.2 SEER2 R-32 Heat Pump — GLZS5BA3010 - Goodman,goodman
"S-GLZS5BA1810,S-GR9S920403ANA,S-CAPTA2422A3",SOLACE 1.5 Ton 15.2 SEER2 R-32 92% AFUE Dual Fuel System (Upflow Coil),1.5 Ton 15.2 SEER2 R-32 92% AFUE Dual Fuel System (Upflow Coil) - Solace,solace
6000342558352576493,GOODMAN 2 Ton Variable Capacity 17.5 SEER2 R-32 96% AFUE Dual Fuel System with ComfortNet Smart Thermostat (Upflow Coil),2 Ton Variable Capacity 17.5 SEER2 R-32 96% AFUE Dual Fuel System with ComfortNet Smart Thermostat (Upflow Coil) - Goodman,goodman
"RP15AY60AJ2NA, RH2VY6024STACNJ, WRX10021",Rheem R-454B 5.0 Ton 16 SEER2 Complete Heat Pump System 10kW,R-454B 5.0 Ton 16 SEER2 Complete Heat Pump System 10kW - Rheem,rheem
"S-GZV7SA3610,S-AHVE42CP1300,S-GTST-CW-WH-A",SOLACE 3 Ton 17.5 SEER2 R-32 Heat Pump System with Multi-Positional Air Handler,3 Ton 17.5 SEER2 R-32 Heat Pump System with Multi-Positional Air Handler - Solace,solace
7611995255846868287,"SOLACE 4 Ton 16.2 SEER2 R-32 80% AFUE 80,000 BTU Gas Furnace Air Conditioning System (Horizontal Coil)","4 Ton 16.2 SEER2 R-32 80% AFUE 80,000 BTU Gas Furnace Air Conditioning System (Horizontal Coil) - Solace",solace
R801V0755A21UHSCAP,"RHEEM R801V0755A21UHSCAP - 75,000 BTU 80% AFUE Single Stage Furnace","R801V0755A21UHSCAP - 75,000 BTU 80% AFUE Single Stage Furnace - Rheem",rheem
R801T1005A21UHSNAS,"RHEEM R801T1005A21UHSNAS - 100,000 BTU 80% AFUE Single Stage Furnace","R801T1005A21UHSNAS - 100,000 BTU 80% AFUE Single Stage Furnace - Rheem",rheem
"S-GLZS5BA6010,S-AMST60DU13",SOLACE 5 Ton 15.2 SEER2 R-32 Heat Pump System with Multi-Positional Air Handler,5 Ton 15.2 SEER2 R-32 Heat Pump System with Multi-Positional Air Handler - Solace,solace
GR9S960403ANA,"Goodman 40,000 BTU Gas Furnace 96% AFUE Single-Stage - GR9S960403ANA","40,000 BTU Gas Furnace 96% AFUE Single-Stage - GR9S960403ANA - Goodman",goodman
RXC12AXVJU,Daikin ENTRA 18 SEER2 12K BTU Heat Pump,ENTRA 18 SEER2 12K BTU Heat Pump - Daikin,daikin
PLUSGAS,Solace Plus Digital Programmable Thermostat (GAS),Plus Digital Programmable Thermostat (GAS) - Solace,solace
"GZV7SA3610, AHVE42CP1300, GTST-CW-WH-A",GOODMAN 3 Ton 17.5 SEER2 R-32 Heat Pump System with Multi-Positional Air Handler,3 Ton 17.5 SEER2 R-32 Heat Pump System with Multi-Positional Air Handler - Goodman,goodman
S-GRVT960804CN,"Solace 80,000 BTU 96% AFUE Gas Furnace - S-GRVT960804CN","80,000 BTU 96% AFUE Gas Furnace - S-GRVT960804CN - Solace",solace
"S-GLXS4BA1810,S-GR9S920403ANA,S-CAPTA2422A3",SOLACE 1.5 Ton 14.3 SEER2 R-32 92% AFUE Gas Furnace Air Conditioning System (Upflow Coil),1.5 Ton 14.3 SEER2 R-32 92% AFUE Gas Furnace Air Conditioning System (Upflow Coil) - Solace,solace
"GLZS5BA4810, GR9S800804CNA, CAPTA6030C3",GOODMAN 4 Ton 15.2 SEER2 R-32 80% AFUE Dual Fuel System (Upflow Coil),4 Ton 15.2 SEER2 R-32 80% AFUE Dual Fuel System (Upflow Coil) - Goodman,goodman
S-GRVT800604BN,"Solace 60,000 BTU 80% AFUE Gas Furnace - S-GRVT800604BN","60,000 BTU 80% AFUE Gas Furnace - S-GRVT800604BN - Solace",solace
"RA16AY48AJ2NA, RH2VY4821STACNJ, WRX10021","Rheem 4.0 Ton 16.0 SEER2 AC, Air Handler & 10kW Heat Kit System","4.0 Ton 16.0 SEER2 AC, Air Handler & 10kW Heat Kit System - Rheem",rheem
GRVT800603BN,Goodman 80% AFUE Gas Furnace - GRVT800603BN,80% AFUE Gas Furnace - GRVT800603BN - Goodman,goodman
RA15AY36AJ1NA,RHEEM RA15AY36AJ1NA - 3.0 Ton 15.2 SEER2 Single-Stage Air Conditioner,RA15AY36AJ1NA - 3.0 Ton 15.2 SEER2 Single-Stage Air Conditioner - Rheem,rheem
GPGM36010031,Goodman 5 Ton 13.4 SEER2 Packaged Gas/Electric - GPGM36010031,5 Ton 13.4 SEER2 Packaged Gas/Electric - GPGM36010031 - Goodman,goodman
CAPTA3626B3,Goodman CAPTA3626B3 2 - 3 Ton R-32 Evaporator Coil,CAPTA3626B3 2 - 3 Ton R-32 Evaporator Coil - Goodman,goodman
"S-GLZS4BA4810,S-GR9S920804CNA,S-CAPTA6030C3",SOLACE 4 Ton 14.3 SEER2 R-32 92% AFUE Dual Fuel System (Upflow Coil),4 Ton 14.3 SEER2 R-32 92% AFUE Dual Fuel System (Upflow Coil) - Solace,solace
S-CHPTA4830C3,Solace 4 Ton R-32 Horizontal Evaporator Coil - S-CHPTA4830C3,4 Ton R-32 Horizontal Evaporator Coil - S-CHPTA4830C3 - Solace,solace
GLZS4BA3010,Goodman GLZS4BA3010 2.5 Ton R-32 Heat Pump,GLZS4BA3010 2.5 Ton R-32 Heat Pump - Goodman,goodman
"GXV6SS3610, AHVE36CP1300, HKTSN10X1, GTST-CW-WH-A",GOODMAN 3 Ton 16.2 SEER2 R-32 Air Conditioning System with Multi-Positional Air Handler,3 Ton 16.2 SEER2 R-32 Air Conditioning System with Multi-Positional Air Handler - Goodman,goodman
GPHH52431,Goodman 2 Ton 15.2 SEER2 Packaged Heat Pump - GPHH52431,2 Ton 15.2 SEER2 Packaged Heat Pump - GPHH52431 - Goodman,goodman
S-GLXT7CA4810,Solace 4 Ton 17.2 SEER2 R-32 Air Conditioner - S-GLXT7CA4810,4 Ton 17.2 SEER2 R-32 Air Conditioner - S-GLXT7CA4810 - Solace,solace
"S-GLZS5BA2410,S-GR9S920403ANA,S-CHPTA2426B3",SOLACE 2 Ton 15.2 SEER2 R-32 92% AFUE Dual Fuel System (Horizontal Coil),2 Ton 15.2 SEER2 R-32 92% AFUE Dual Fuel System (Horizontal Coil) - Solace,solace
GPGM52406031,Goodman 2 Ton 15.2 SEER2 Packaged Gas/Electric - GPGM52406031,2 Ton 15.2 SEER2 Packaged Gas/Electric - GPGM52406031 - Goodman,goodman
AMST60DU13,Goodman AMST60DU13 5 Ton R-32 Multi-Position Air Handler,AMST60DU13 5 Ton R-32 Multi-Position Air Handler - Goodman,goodman
"S-GLXT7CA3610,S-CHPTA3630B3,S-GRVT960803BN","SOLACE 3 Ton 17.2 SEER2 R-32 96% AFUE 80,000 BTU Gas Furnace Air Conditioning System (Horizontal Coil)","3 Ton 17.2 SEER2 R-32 96% AFUE 80,000 BTU Gas Furnace Air Conditioning System (Horizontal Coil) - Solace",solace
GRVT960804CN,Goodman 96% AFUE Gas Furnace - GRVT960804CN,96% AFUE Gas Furnace - GRVT960804CN - Goodman,goodman
GPHM36031,Goodman 5 Ton 13.4 SEER2 Packaged Heat Pump - GPHM36031,5 Ton 13.4 SEER2 Packaged Heat Pump - GPHM36031 - Goodman,goodman
"S-GLZS5BA4810,S-GR9S920804CNA,S-CHPTA4830C3",SOLACE 4 Ton 15.2 SEER2 R-32 92% AFUE Dual Fuel System (Horizontal Coil),4 Ton 15.2 SEER2 R-32 92% AFUE Dual Fuel System (Horizontal Coil) - Solace,solace
RH2VY2417STACNJ,RHEEM RH2VY2417STACNJ - 2.0 Ton Variable Speed Air Handler,RH2VY2417STACNJ - 2.0 Ton Variable Speed Air Handler - Rheem,rheem
"RA15AY30AJ1NA, R801T0754A17UHSNAS, RCFY3617STANMC",Rheem 2.5 Ton 14.3 SEER2 AC & 80% AFUE Gas Furnace System,2.5 Ton 14.3 SEER2 AC & 80% AFUE Gas Furnace System - Rheem,rheem
RCFY3617STANMC,"RHEEM RCFY3617STANMC - 3.0 Ton 17.5"" Cased Evaporator Coil","RCFY3617STANMC - 3.0 Ton 17.5"" Cased Evaporator Coil - Rheem",rheem
GR9T800403AN,Goodman 80% AFUE 40000 BTU Two-Stage Multi-Speed Gas Furnace GR9T800403AN,80% AFUE 40000 BTU Two-Stage Multi-Speed Gas Furnace GR9T800403AN - Goodman,goodman
S-GPUM32404031,Solace 2 Ton 13.4 SEER2 Packaged Gas/Electric - S-GPUM32404031,2 Ton 13.4 SEER2 Packaged Gas/Electric - S-GPUM32404031 - Solace,solace
S-CAPEA3022B3,Solace 2.5 Ton R-32 Upflow Evaporator Coil - S-CAPEA3022B3,2.5 Ton R-32 Upflow Evaporator Coil - S-CAPEA3022B3 - Solace,solace
"GLXS5BA6010, GR9S801005CNA, CAPTA6030C3",GOODMAN 5 Ton 15.2 SEER2 R-32 80% AFUE AC System (Upflow Coil),5 Ton 15.2 SEER2 R-32 80% AFUE AC System (Upflow Coil) - Goodman,goodman
"GZV6SA4810, AHVE48CP1300, HKTSN10X1, GTST-CW-WH-A",GOODMAN 4 Ton 16.2 SEER2 R-32 Heat Pump System with Multi-Positional Air Handler,4 Ton 16.2 SEER2 R-32 Heat Pump System with Multi-Positional Air Handler - Goodman,goodman
15402446241857932761,GOODMAN 2.5 Ton 16.2 SEER2 R-32 96% AFUE Gas Furnace Air Conditioning System (Upflow Coil),2.5 Ton 16.2 SEER2 R-32 96% AFUE Gas Furnace Air Conditioning System (Upflow Coil) - Goodman,goodman
CHPTA6030D3,Goodman CHPTA6030D3 4 - 5 Ton R-32 Evaporator Coil,CHPTA6030D3 4 - 5 Ton R-32 Evaporator Coil - Goodman,goodman
GLZS5BA3610,GOODMAN 3 Ton 15.2 SEER2 R-32 Heat Pump — GLZS5BA3610,3 Ton 15.2 SEER2 R-32 Heat Pump — GLZS5BA3610 - Goodman,goodman
CHPEA4830C3,Goodman 4 Ton R-32 Horizontal Evaporator Coil - CHPEA4830C3,4 Ton R-32 Horizontal Evaporator Coil - CHPEA4830C3 - Goodman,goodman
AMVT30BP1300,Goodman 2.5 Ton AMVT30BP1300 R-32 Multi-Position Variable-Speed Air Handler,2.5 Ton AMVT30BP1300 R-32 Multi-Position Variable-Speed Air Handler - Goodman,goodman
"GLZS4BA3010, AWST30SU1310",GOODMAN 2.5 Ton 14.3 SEER2 R-32 Heat Pump System with Wall-Hung Air Handler AND 10kw Heat Kit,2.5 Ton 14.3 SEER2 R-32 Heat Pump System with Wall-Hung Air Handler AND 10kw Heat Kit - Goodman,goodman
GLZS4MA3010,Goodman 2.5 Ton Heat Pump 14.3 SEER2 7.8 HSPF2 Single-Stage R-32 - GLZS4MA3010,2.5 Ton Heat Pump 14.3 SEER2 7.8 HSPF2 Single-Stage R-32 - GLZS4MA3010 - Goodman,goodman
R802V0755A21UHSCAP,"RHEEM R802V0755A21UHSCAP - 75,000 BTU 80% AFUE Two-Stage Furnace","R802V0755A21UHSCAP - 75,000 BTU 80% AFUE Two-Stage Furnace - Rheem",rheem
HKTSN05X1,Goodman HKTSN05X1 5 kW Electric Heat Strip Kit,HKTSN05X1 5 kW Electric Heat Strip Kit - Goodman,goodman
GRVT960403BN,Goodman 96% AFUE Gas Furnace - GRVT960403BN,96% AFUE Gas Furnace - GRVT960403BN - Goodman,goodman
R801T0503A14UHSNAS,"RHEEM R801T0503A14UHSNAS - 50,000 BTU 80% AFUE Single Stage Furnace","R801T0503A14UHSNAS - 50,000 BTU 80% AFUE Single Stage Furnace - Rheem",rheem
"S-GLXT7CA6010,S-AMVT60DP1300",SOLACE 5 Ton 17.2 SEER2 R-32 Air Conditioning System with Multi-Positional Air Handler,5 Ton 17.2 SEER2 R-32 Air Conditioning System with Multi-Positional Air Handler - Solace,solace
"GLZT7CA3610, AMVT36BP1300",GOODMAN 3 Ton 17.2 SEER2 R-32 Heat Pump System with Multi-Positional Air Handler,3 Ton 17.2 SEER2 R-32 Heat Pump System with Multi-Positional Air Handler - Goodman,goodman
"GZV6SA3010, AHVE36CP1300, HKTSN08X1, GTST-CW-WH-A",GOODMAN 2.5 Ton 16.2 SEER2 R-32 Heat Pump System with Multi-Positional Air Handler,2.5 Ton 16.2 SEER2 R-32 Heat Pump System with Multi-Positional Air Handler - Goodman,goodman
7865720835673436250,GOODMAN 4 Ton 16.2 SEER2 R-32 80% AFUE Gas Furnace Air Conditioning System (Horizontal Coil),4 Ton 16.2 SEER2 R-32 80% AFUE Gas Furnace Air Conditioning System (Horizontal Coil) - Goodman,goodman
6215051959676035373,GOODMAN 2 Ton 16.2 SEER2 R-32 80% AFUE Gas Furnace Air Conditioning System (Upflow Coil),2 Ton 16.2 SEER2 R-32 80% AFUE Gas Furnace Air Conditioning System (Upflow Coil) - Goodman,goodman
"GLXT7CA4810, CAPTA6030C3, GRVT960804CN",GOODMAN 4 Ton 17.2 SEER2 R-32 97.0% AFUE Gas Furnace Air Conditioning System (Upflow Coil),4 Ton 17.2 SEER2 R-32 97.0% AFUE Gas Furnace Air Conditioning System (Upflow Coil) - Goodman,goodman
GPGM54210031,Goodman 3.5 Ton 15.2 SEER2 Packaged Gas/Electric - GPGM54210031,3.5 Ton 15.2 SEER2 Packaged Gas/Electric - GPGM54210031 - Goodman,goodman
"S-GLXS5BA4210,S-GR9S920804CNA,S-CAPTA4230C3",SOLACE 3.5 Ton 15.2 SEER2 R-32 92% AFUE Gas Furnace Air Conditioning System (Upflow Coil),3.5 Ton 15.2 SEER2 R-32 92% AFUE Gas Furnace Air Conditioning System (Upflow Coil) - Solace,solace
"S-GLXS5BA6010,S-GR9S921005CNA,S-CAPTA6030C3",SOLACE 5 Ton 15.2 SEER2 R-32 92% AFUE Gas Furnace Air Conditioning System (Upflow Coil),5 Ton 15.2 SEER2 R-32 92% AFUE Gas Furnace Air Conditioning System (Upflow Coil) - Solace,solace
"S-GLZS5BA4210,S-GR9S920804CNA,S-CHPTA4230C3",SOLACE 3.5 Ton 15.2 SEER2 R-32 92% AFUE Dual Fuel System (Horizontal Coil),3.5 Ton 15.2 SEER2 R-32 92% AFUE Dual Fuel System (Horizontal Coil) - Solace,solace
S-AMVT36BP1300,Solace 3 Ton R-32 Air Handler - S-AMVT36BP1300,3 Ton R-32 Air Handler - S-AMVT36BP1300 - Solace,solace
"GLXS3BN6010, AMST60DU13",GOODMAN 5 Ton 13.4 SEER2 R-32 Air Conditioning System with Multi-Position Air Handler,5 Ton 13.4 SEER2 R-32 Air Conditioning System with Multi-Position Air Handler - Goodman,goodman
"RA14AY48AJ1NA, RH2TY4821STANNJ, WRX10021",Rheem 4.0 Ton AC System 14.3 SEER2 with Air Handler & 10kW Heat Kit - R-454B,4.0 Ton AC System 14.3 SEER2 with Air Handler & 10kW Heat Kit - R-454B - Rheem,rheem
"GLXS4BA6010, AMST60DU13",GOODMAN 5.0 Ton 14.3 SEER2 R-32 Air Conditioning System with Multi-Positional Air Handler,5.0 Ton 14.3 SEER2 R-32 Air Conditioning System with Multi-Positional Air Handler - Goodman,goodman
S-GPUM36008031,Solace 5 Ton 13.4 SEER2 Packaged Gas/Electric - S-GPUM36008031,5 Ton 13.4 SEER2 Packaged Gas/Electric - S-GPUM36008031 - Solace,solace
"RA16AY60AJ2NA, R801V1255A24UHSCAP, RCFY6024STANMC",Rheem 5.0 Ton 16.0 SEER2 AC & 80% AFUE Gas Furnace System,5.0 Ton 16.0 SEER2 AC & 80% AFUE Gas Furnace System - Rheem,rheem
"S-GLXS4BA6010,S-GR9S921005CNA,S-CAPTA6030C3",SOLACE 5 Ton 14.3 SEER2 R-32 92% AFUE Gas Furnace Air Conditioning System (Upflow Coil),5 Ton 14.3 SEER2 R-32 92% AFUE Gas Furnace Air Conditioning System (Upflow Coil) - Solace,solace
"RA14AY60AJ1NA, RH2TY6024STANNJ, WRX10021","Rheem 5.0 Ton 14.0 SEER2 AC, Air Handler & 10kW Heat Kit System","5.0 Ton 14.0 SEER2 AC, Air Handler & 10kW Heat Kit System - Rheem",rheem
GPGM32404031,Goodman 2 Ton 13.4 SEER2 Packaged Gas/Electric - GPGM32404031,2 Ton 13.4 SEER2 Packaged Gas/Electric - GPGM32404031 - Goodman,goodman
"RA16AY60AJ2NA, R921V1155A24M4SCAP, RCFY6024STANMC",Rheem 5.0 Ton 16.0 SEER2 AC & 92% AFUE Gas Furnace System,5.0 Ton 16.0 SEER2 AC & 92% AFUE Gas Furnace System - Rheem,rheem
RA16AY24AJ2NA,RHEEM RA16AY24AJ2NA - 2.0 Ton 16.0 SEER2 Two-Stage Air Conditioner,RA16AY24AJ2NA - 2.0 Ton 16.0 SEER2 Two-Stage Air Conditioner - Rheem,rheem
"S-GLXS5BA2410,S-GR9S800403ANA,S-CHPTA2426B3",SOLACE 2 Ton 15.2 SEER2 R-32 80% AFUE Gas Furnace Air Conditioning System (Horizontal Coil),2 Ton 15.2 SEER2 R-32 80% AFUE Gas Furnace Air Conditioning System (Horizontal Coil) - Solace,solace
"GLXS3BN4210, GR9S800804CNA, CAPTA4230C3",GOODMAN 3.5 Ton 13.4 SEER2 R-32 80% AFUE AC System (Upflow Coil),3.5 Ton 13.4 SEER2 R-32 80% AFUE AC System (Upflow Coil) - Goodman,goodman
"GLXS3BN3610, GR9S920603BNA, CAPTA3626B3",GOODMAN 3 Ton 13.4 SEER2 R-32 92% AFUE Gas Furnace Air Conditioning System (Upflow Coil),3 Ton 13.4 SEER2 R-32 92% AFUE Gas Furnace Air Conditioning System (Upflow Coil) - Goodman,goodman
GZV6SA3610,Goodman 3 Ton R-32 Heat Pump Condenser - GZV6SA3610,3 Ton R-32 Heat Pump Condenser - GZV6SA3610 - Goodman,goodman
14322576786029177458,GOODMAN 3 Ton 16.2 SEER2 R-32 96% AFUE Gas Furnace Air Conditioning System (Horizontal Coil),3 Ton 16.2 SEER2 R-32 96% AFUE Gas Furnace Air Conditioning System (Horizontal Coil) - Goodman,goodman
10609638396512272007,"SOLACE 5 Ton 17.5 SEER2 R-32 96% AFUE 100,000 BTU Dual Fuel System (Horizontal Coil)","5 Ton 17.5 SEER2 R-32 96% AFUE 100,000 BTU Dual Fuel System (Horizontal Coil) - Solace",solace
RP14AY24AJ2NA,RHEEM 2.0 Ton 14.3 SEER2 Two-Stage Heat Pump,2.0 Ton 14.3 SEER2 Two-Stage Heat Pump - Rheem,rheem
"GLXS3BN3010, AWST30SU1308",GOODMAN 2.5 Ton 13.4 SEER2 R-32 Air Conditioning System with Wall-Hung Air Handler AND 8kw Heat Kit,2.5 Ton 13.4 SEER2 R-32 Air Conditioning System with Wall-Hung Air Handler AND 8kw Heat Kit - Goodman,goodman
"S-GLZS5BA3610,S-GR9S920603BNA,S-CHPTA3630B3",SOLACE 3 Ton 15.2 SEER2 R-32 92% AFUE Dual Fuel System (Horizontal Coil),3 Ton 15.2 SEER2 R-32 92% AFUE Dual Fuel System (Horizontal Coil) - Solace,solace
"GLXS3BN6010, GR9S921005CNA, CAPT6030C3",GOODMAN 5 Ton 13.4 SEER2 R-32 92% AFUE Gas Furnace Air Conditioning System (Upflow Coil),5 Ton 13.4 SEER2 R-32 92% AFUE Gas Furnace Air Conditioning System (Upflow Coil) - Goodman,goodman
389606418434869112,"SOLACE 2 Ton 16.2 SEER2 R-32 96% AFUE 40,000 BTU Gas Furnace Air Conditioning System (Horizontal Coil)","2 Ton 16.2 SEER2 R-32 96% AFUE 40,000 BTU Gas Furnace Air Conditioning System (Horizontal Coil) - Solace",solace
GLXS3BN3010,Goodman GLXS3BN3010 2.5 Ton R-32 Air Conditioner,GLXS3BN3010 2.5 Ton R-32 Air Conditioner - Goodman,goodman
GZV7SA3610,GOODMAN GZV7SA3610 - 3.0 Ton 17.5 SEER2 Variable-Speed Heat Pump,GZV7SA3610 - 3.0 Ton 17.5 SEER2 Variable-Speed Heat Pump - Goodman,goodman
RCFY4821STANMC,"RHEEM RCFY4821STANMC - 4.0 Ton 21"" Cased Evaporator Coil","RCFY4821STANMC - 4.0 Ton 21"" Cased Evaporator Coil - Rheem",rheem
"S-GLXS4BA3010,S-AMST30BU13",SOLACE 2.5 Ton 14.3 SEER2 R-32 Air Conditioning System with Multi-Positional Air Handler,2.5 Ton 14.3 SEER2 R-32 Air Conditioning System with Multi-Positional Air Handler - Solace,solace
GPHM33631,Goodman 3 Ton 13.4 SEER2 Packaged Heat Pump - GPHM33631,3 Ton 13.4 SEER2 Packaged Heat Pump - GPHM33631 - Goodman,goodman
"S-GLXT7CA2410,S-CAPTA2422B3,S-GRVT800603BN","SOLACE 2 Ton 17.2 SEER2 R-32 80% AFUE 60,000 BTU Gas Furnace Air Conditioning System (Upflow Coil)","2 Ton 17.2 SEER2 R-32 80% AFUE 60,000 BTU Gas Furnace Air Conditioning System (Upflow Coil) - Solace",solace
